,Dec,Name,Proj1,Proj2,RA
984,4.253383,SDSSJ150759.72+041512.1,-9.954791,-34.27983,226.99886800000002
985,3.081327,SDSSJ150921.68+030452.7,-12.652376,0.5133119,227.340354
986,3.065916,SDSSJ151948.79+030357.2,-60.535587,-7.5522265,229.95332000000002
987,2.961619,SDSSJ152047.90+025741.8,-11.219173,-6.6439037,230.19962400000003
988,3.58514,SDSSJ151626.90+033506.5,44.405483,-36.015335,229.11211400000002
989,2.955377,SDSSJ151543.01+025719.3,-13.44538,-33.515755,228.929235
990,4.150766,SDSSJ151808.04+040902.7,-53.144806,-6.8666615,229.53350299999997
991,3.1629560000000003,SDSSJ152606.21+030946.6,-31.990606,-28.950006,231.525887
992,3.136933,SDSSJ152502.00+030812.9,-6.8723016,56.294952,231.25833599999999
993,3.160878,SDSSJ152453.44+030939.1,-59.499622,-26.00795,231.222684
994,3.455514,SDSSJ152243.98+032719.8,-23.588482,-19.315058,230.68329
995,3.5104830000000002,SDSSJ152009.88+033037.7,-44.99986,67.86872,230.041175
996,3.708442,SDSSJ152136.56+034230.3,51.06515,-29.884125,230.402371
997,3.68085,SDSSJ152836.21+034051.0,11.475536,31.060472,232.150889
998,2.235709,SDSSJ155513.28+021408.5,-39.693108,-35.54329,238.80535
999,63.000803000000005,SDSSJ111418.13+630002.8,-53.591476,-28.48849,168.575579
1000,63.637136,SDSSJ111559.53+633813.6,-25.018835,-36.08662,168.998054
1001,64.748266,SDSSJ110424.58+644453.7,-66.94471,-24.666512,166.10242399999998
1002,63.970893999999994,SDSSJ111045.69+635815.2,43.08744,-52.469418,167.690401
1003,64.774672,SDSSJ111301.33+644628.8,63.924324,14.973726,168.255561
1004,64.509514,SDSSJ111656.09+643034.2,-20.429188,7.0398316,169.233729
1005,63.68042,SDSSJ113642.73+634049.5,-69.22182,30.021332,174.178055
1006,63.49278399999999,SDSSJ113852.64+632934.0,-34.30166,-8.814918,174.719359
1007,64.06212099999999,SDSSJ112532.87+640343.6,-22.133278,-27.894081,171.38695900000002
1008,63.767849,SDSSJ112435.88+634604.2,77.306046,-22.283157,171.149541
1009,64.578168,SDSSJ112414.35+643441.4,3.6843321,67.41732,171.059805
1010,64.990711,SDSSJ113929.75+645926.5,-17.506018,54.16893,174.87399
1011,64.040752,SDSSJ114804.82+640226.7,-0.5168276,7.548781,177.020107
1012,63.741452,SDSSJ114641.25+634429.2,0.23125537,-60.0776,176.671899
1013,65.19322199999999,SDSSJ114926.20+651135.5,-34.76171,32.745205,177.359182
1014,65.495576,SDSSJ115343.75+652944.0,-17.027813,-14.120848,178.43232
1015,65.762212,SDSSJ115744.87+654543.9,-7.859129,-3.5566218,179.436973
1016,64.562151,SDSSJ121607.44+643343.7,-0.5725597,-15.906272,184.031022
1017,64.14448,SDSSJ120719.22+640840.1,-24.426506,41.731983,181.83008999999998
1018,65.432428,SDSSJ120026.30+652556.7,46.415108,40.456272,180.109593
1019,65.101915,SDSSJ120243.14+650606.8,-32.034946,-19.579336,180.67977
1020,65.714522,SDSSJ121406.29+654252.2,-11.049712,-67.560905,183.526239
1021,65.562414,SDSSJ120845.22+653344.6,13.535156,-12.255085,182.188432
1022,65.018885,SDSSJ121417.14+650107.9,12.005734,51.47588,183.571435
1023,63.776593999999996,SDSSJ123237.48+634635.7,55.107838,-37.227108,188.15618700000002
1024,64.20241700000001,SDSSJ122537.30+641208.7,42.260574,48.282883,186.405441
1025,65.99733499999999,SDSSJ122453.64+655950.4,-2.983407,8.504587,186.223507
1026,64.912283,SDSSJ122758.56+645444.2,-15.221032,63.898907,186.994004
1027,64.915527,SDSSJ123055.32+645455.8,63.449455,15.449715,187.730517
1028,65.558307,SDSSJ123232.89+653329.9,32.13158,28.196125,188.137081
1029,65.009974,SDSSJ123222.54+650035.9,18.5567,20.777208,188.093923
1030,63.262966000000006,SDSSJ131241.89+631546.6,2.6694074,-69.732124,198.174542
1031,64.308943,SDSSJ130621.36+641832.1,-9.002085,4.972618,196.589001
1032,64.018395,SDSSJ130516.49+640106.2,-12.52049,25.9866,196.318745
1033,63.53270500000001,SDSSJ130418.48+633157.7,-52.178543,66.65122,196.077011
1034,63.382307,SDSSJ130625.48+632256.3,78.325714,-11.74155,196.606208
1035,64.326463,SDSSJ125940.87+641935.2,-9.51567,46.72871,194.92029399999998
1036,65.61924499999999,SDSSJ130642.18+653709.2,0.82416177,-57.597286,196.675775
1037,64.80121,SDSSJ130458.48+644804.3,9.330286,-44.93297,196.243685
1038,65.11588,SDSSJ130822.64+650657.1,72.51037,-24.296759,197.094347
1039,62.400560999999996,SDSSJ134714.68+622402.0,-37.636093,-22.205269,206.811203
1040,62.881817000000005,SDSSJ134428.85+625254.5,-5.6271973,-69.32551,206.120212
1041,63.05764,SDSSJ134339.48+630327.5,-66.088165,-22.530998,205.914536
1042,62.28739100000001,SDSSJ135642.18+621714.6,35.852436,29.033655,209.17576
1043,62.179838000000004,SDSSJ135621.82+621047.4,-36.08665,-19.796057,209.090954
1044,63.461086,SDSSJ141001.38+632739.9,78.24736,-20.45863,212.50579100000002
1045,61.891785,SDSSJ142428.83+615330.4,79.72274,-17.854324,216.12012599999997
1046,61.679885,SDSSJ142158.46+614047.5,35.26241,37.722717,215.49359500000003
1047,61.833372999999995,SDSSJ141200.30+615000.1,30.250278,-22.866976,213.001256
1048,61.921853000000006,SDSSJ141041.38+615518.6,-40.672718,-66.193,212.67244
1049,62.819407,SDSSJ141311.44+624909.8,-0.68990076,69.39485,213.29768399999998
1050,63.047644999999996,SDSSJ141647.60+630251.5,43.09074,-0.70274603,214.198337
1051,62.75676800000001,SDSSJ141648.39+624524.3,-38.2097,16.98099,214.20162799999997
1052,60.43154499999999,SDSSJ143238.03+602553.5,12.777097,-58.501022,218.15848599999998
1053,60.53145,SDSSJ143049.70+603153.2,3.2331147,-25.699842,217.70708399999998
1054,60.09320400000001,SDSSJ143152.30+600535.5,37.498608,26.235458,217.967952
1055,61.670863,SDSSJ143020.04+614015.1,74.78368,22.870596,217.583539
1056,61.63810600000001,SDSSJ143248.44+613817.1,-50.184326,14.178391,218.20186
1057,61.588675,SDSSJ143712.47+613519.2,-34.614532,55.133335,219.301988
1058,59.136334999999995,SDSSJ144708.29+590810.8,-53.296318,52.260555,221.784568
1059,59.655722999999995,SDSSJ144047.80+593920.6,-45.845314,-23.713934,220.19920299999998
1060,59.605793999999996,SDSSJ143826.82+593620.8,12.228367,-12.271341,219.61177
1061,60.938697999999995,SDSSJ144147.69+605619.3,-9.994987,-4.8272653,220.448738
1062,61.063453,SDSSJ144150.45+610348.4,-35.940506,32.455193,220.460219
1063,60.991847,SDSSJ144302.22+605930.6,35.72974,-28.896946,220.759275
1064,60.149942,SDSSJ144327.88+600859.7,16.295732,10.524606,220.866204
1065,60.128181999999995,SDSSJ144628.16+600741.4,-40.683475,25.1252,221.617354
1066,60.182291000000006,SDSSJ144905.93+601056.2,59.907574,-10.276494,222.274734
1067,61.233723,SDSSJ145107.96+611401.4,-23.46371,-20.532618,222.78318199999998
1068,61.678957,SDSSJ144822.25+614044.2,-15.221802,24.712505,222.09272400000003
1069,62.832716000000005,SDSSJ145622.17+624957.7,-47.97323,70.67386,224.09239100000002
1070,57.880774,SDSSJ150515.79+575250.7,-6.3988647,-3.0449471,226.31582000000003
1071,57.173935,SDSSJ150140.44+571026.1,69.39794,-13.52439,225.41852599999999
1072,58.494156000000004,SDSSJ145557.82+582938.9,-37.272537,-18.431433,223.99093100000002
1073,58.179524,SDSSJ144948.44+581046.2,63.004787,28.483997,222.45184700000001
1074,59.314913,SDSSJ150236.20+591853.6,-1.6159556,17.468945,225.650871
1075,59.364276000000004,SDSSJ150620.77+592151.3,27.704079,1.6085149,226.586543
1076,60.820129,SDSSJ151615.49+604912.4,-7.53534,36.07181,229.064545
1077,59.981485,SDSSJ151005.88+595853.3,-29.013365,-57.287193,227.52453599999998
1078,60.568740000000005,SDSSJ150827.67+603407.4,-29.591253,-16.136192,227.11532200000002
1079,60.832218999999995,SDSSJ150837.10+604955.9,-50.225376,-44.893982,227.15460499999998
1080,60.441756999999996,SDSSJ150253.72+602630.3,-57.967888,-6.1453977,225.72385899999998
1081,62.017725,SDSSJ150116.58+620103.8,-24.957674,40.030243,225.31911499999998
1082,61.210145999999995,SDSSJ150813.70+611236.5,-4.52466,-38.70368,227.05708399999997
1083,56.582301,SDSSJ151641.45+563456.2,43.05853,-44.53215,229.172734
1084,56.874049,SDSSJ150858.16+565226.5,72.88633,15.044931,227.24233900000002
1085,57.864325,SDSSJ150313.62+575151.5,-10.706722,-2.226842,225.806753
1086,57.716814,SDSSJ150935.96+574300.5,14.9905205,-45.345055,227.399874
1087,58.440917000000006,SDSSJ151302.24+582627.3,37.23436,33.61682,228.25935
1088,57.79502900000001,SDSSJ151126.03+574742.1,-52.169376,20.19351,227.858494
1089,57.364675,SDSSJ152304.52+572152.8,-59.746933,-23.656061,230.76885299999998
1090,59.274218999999995,SDSSJ151716.79+591627.1,-65.17427,-10.913474,229.319983
1091,59.551574,SDSSJ151806.60+593305.6,17.15432,-9.821019,229.52754
1092,59.183092,SDSSJ151455.76+591059.1,17.062468,-46.971962,228.732363
1093,60.093934,SDSSJ151537.20+600538.1,29.247272,6.4528613,228.905015
1094,60.46204300000001,SDSSJ151706.24+602743.3,-49.365925,18.172602,229.276038
1095,59.868548,SDSSJ152613.47+595206.7,25.790318,-34.561996,231.556148
1096,60.31714100000001,SDSSJ152655.63+601901.7,-56.344296,22.931252,231.731816
1097,60.644068000000004,SDSSJ152413.55+603838.6,44.46443,49.44127,231.05649300000002
1098,54.372088,SDSSJ152734.91+542219.5,-1.5373136,71.89909,231.895473
1099,55.71823199999999,SDSSJ153124.35+554305.6,-35.67401,65.973404,232.85148700000002
1100,56.39606800000001,SDSSJ152401.83+562345.8,-7.361849,8.13759,231.007644
1101,55.93096800000001,SDSSJ153401.09+555551.4,37.094307,26.45354,233.504581
1102,55.241121,SDSSJ154501.93+551428.0,-40.49811,60.350334,236.258066
1103,56.071464,SDSSJ153817.87+560417.2,-12.319233,53.816395,234.574474
1104,55.860983999999995,SDSSJ154033.13+555139.5,2.703996,45.139023,235.138059
1105,56.195092,SDSSJ153757.51+561142.3,-32.36942,21.713417,234.48963199999997
1106,57.137365,SDSSJ153851.97+570814.5,-7.352716,-31.323349,234.716571
1107,57.367272,SDSSJ154043.08+572202.1,14.722897,-42.115456,235.17951200000002
1108,52.64905600000001,SDSSJ155612.47+523856.6,-14.035637,-46.239727,239.051985
1109,51.273003,SDSSJ154950.48+511622.8,37.353836,-8.380847,237.46035099999997
1110,52.426701,SDSSJ154156.93+522536.1,-43.81715,-70.29428,235.48722400000003
1111,52.514446,SDSSJ154148.81+523052.0,-10.559112,19.92272,235.453394
1112,52.848808,SDSSJ155422.72+525055.7,39.14511,-45.918026,238.59470299999998
1113,54.207322999999995,SDSSJ155335.67+541226.3,-2.7402105,-43.16687,238.398639
1114,55.254448,SDSSJ155058.57+551516.0,-32.37243,68.67333,237.744081
1115,55.074968000000005,SDSSJ160004.32+550429.8,4.5470815,60.277813,240.01802400000003
1116,52.378496000000005,SDSSJ161117.97+522242.5,-4.09921,-62.3738,242.824907
1117,53.024425,SDSSJ160645.68+530127.9,39.239655,52.194763,241.690338
1118,53.485986,SDSSJ160950.71+532909.5,-4.3184605,-21.111551,242.46132400000002
1119,53.97059599999999,SDSSJ161007.11+535814.1,21.513453,28.968037,242.52964
1120,48.658341,SDSSJ161020.09+483930.0,73.35111,-16.935364,242.583749
1121,48.539341,SDSSJ160813.91+483221.6,50.835342,35.734043,242.05796400000003
1122,46.561032,SDSSJ162746.30+463339.7,-25.612902,51.255104,246.942956
1123,45.793932,SDSSJ162437.84+454738.1,-59.290966,-19.689234,246.157682
1124,46.026009,SDSSJ162535.83+460133.6,-2.7641041,1.1813598,246.399317
1125,46.400031,SDSSJ162704.91+462400.1,55.513264,-54.376976,246.770473
1126,47.361446,SDSSJ161426.35+472141.2,26.025106,-30.84257,243.6098
1127,47.072247999999995,SDSSJ161434.67+470420.0,-21.459581,-41.714733,243.644472
1128,47.259935999999996,SDSSJ161657.29+471535.7,-18.772928,3.5602684,244.238713
1129,47.409,SDSSJ162531.76+472432.4,67.70188,13.44962,246.382348
1130,47.18077,SDSSJ162441.05+471050.7,-2.4647253,18.209679,246.171077
1131,47.146315,SDSSJ162749.82+470846.7,-31.357899,69.67441,246.957598
1132,48.178937,SDSSJ162724.68+481044.1,-19.603651,57.84538,246.852841
1133,48.476921999999995,SDSSJ162732.88+482836.9,-36.32969,-40.661686,246.887006
1134,48.512682,SDSSJ162449.81+483045.6,2.6034606,0.45858896,246.207569
1135,48.135271,SDSSJ162443.96+480806.9,-15.224008,39.9108,246.1832
1136,48.426156,SDSSJ161806.84+482534.1,-2.0578182,-34.533,244.528512
1137,44.100861,SDSSJ162951.48+440603.1,-25.837828,11.737836,247.46452299999999
1138,45.187214000000004,SDSSJ162411.84+451113.9,52.853344,3.045279,246.049334
1139,45.366613,SDSSJ163421.51+452159.8,45.732872,15.097464,248.589631
1140,46.055690000000006,SDSSJ163914.10+460320.4,30.711588,19.52748,249.80876800000001
1141,46.676951,SDSSJ163431.79+464037.0,48.543797,40.16348,248.63249900000002
1142,45.592278,SDSSJ163208.28+453532.1,14.498526,57.31179,248.03451800000002
1143,46.405516999999996,SDSSJ163003.19+462419.8,57.715256,-25.22897,247.51329900000002
1144,47.387294,SDSSJ163849.88+472314.2,-0.03481995,-26.828821,249.707837
1145,42.194928000000004,SDSSJ163847.42+421141.7,-49.47154,-10.483252,249.697595
1146,41.350328999999995,SDSSJ164016.09+412101.1,24.244225,-65.795525,250.067042
1147,42.739519,SDSSJ163709.96+424422.2,28.437737,-16.045015,249.291517
1148,42.698064,SDSSJ163949.52+424153.0,20.011591,26.629992,249.95633999999998
1149,44.063452000000005,SDSSJ165035.00+440348.4,42.639355,-1.4695842,252.64586699999998
1150,43.131186,SDSSJ164452.71+430752.2,46.921295,-20.902735,251.21962799999997
1151,44.882806,SDSSJ164307.30+445258.1,66.25558,22.46823,250.78045
1152,39.776672,SDSSJ164631.95+394636.0,16.35528,2.6871717,251.633135
1153,39.988553,SDSSJ164507.34+395918.7,71.16023,13.528092,251.28062000000003
1154,39.977163,SDSSJ164526.16+395837.7,12.629807,41.452065,251.35903
1155,38.179514000000005,SDSSJ165502.20+381046.2,-11.4578705,-66.96723,253.759177
1156,39.113153000000004,SDSSJ165054.49+390647.3,-26.09151,15.151431,252.727058
1157,38.729566,SDSSJ165358.05+384346.4,20.347162,-19.277966,253.491908
1158,38.584102,SDSSJ165408.01+383502.7,25.33739,-43.16008,253.53339900000003
1159,39.531467,SDSSJ170012.51+393153.2,45.91539,-44.09604,255.05213199999997
1160,38.279263,SDSSJ170651.42+381645.3,41.38204,-12.965082,256.714257
1161,39.892352,SDSSJ165537.44+395332.4,-31.282963,73.943,253.90604100000002
1162,40.337407,SDSSJ165829.69+402014.6,39.474392,64.24929,254.62372599999998
1163,40.101735,SDSSJ165953.51+400606.2,38.05566,24.538145,254.972981
1164,-6.283104,SDSSJ204623.78-061659.1,32.7474,58.619446,311.599094
1165,-6.389433,SDSSJ204632.84-062321.9,36.272266,42.42565,311.636843
1166,-6.365089,SDSSJ204533.15-062154.3,-42.896442,-22.955824,311.388149
1167,-5.636764,SDSSJ204406.54-053812.3,19.449823,43.193336,311.02727999999996
1168,-4.922048,SDSSJ204530.12-045519.3,76.26389,-20.41258,311.375505
1169,-5.482846,SDSSJ205040.23-052858.2,-29.632526,-53.384377,312.667643
1170,-7.478067,SDSSJ205818.96-072841.0,81.86126,-13.232291,314.579011
1171,-5.312353,SDSSJ205138.28-051844.4,-41.987034,-11.40128,312.909539
1172,-5.489291000000001,SDSSJ205555.31-052921.4,-36.960033,72.51182,313.980481
1173,-6.726021,SDSSJ210430.91-064333.6,-3.9720201,5.387643,316.128821
1174,-6.5168029999999995,SDSSJ210548.37-063100.4,-19.92174,30.652956,316.45158100000003
1175,-7.656961,SDSSJ210926.42-073925.0,-25.007757,-49.125607,317.360087
1176,-7.152866,SDSSJ211033.72-070910.3,64.032875,27.32536,317.640512
1177,-5.848903,SDSSJ211032.62-055056.0,-50.676483,-9.448946,317.63593399999996
1178,-6.532013,SDSSJ211651.64-063155.2,7.972215,44.875057,319.215201
1179,-6.030390000000001,SDSSJ211728.92-060149.4,-12.950025,1.0456619,319.370504
1180,-6.015901,SDSSJ211804.43-060057.2,31.203917,-52.12452,319.51849300000003
1181,-6.773963,SDSSJ212028.32-064626.2,-33.667473,3.4594321,320.118023
1182,-10.060516999999999,SDSSJ231923.83-100337.8,-17.7886,-61.371002,349.84931800000004
1183,-9.672196000000001,SDSSJ232158.00-094019.9,66.29359,23.003479,350.491668
1184,-9.750366,SDSSJ232541.51-094501.3,41.288982,-19.007317,351.42298700000003
1185,-10.349688,SDSSJ232917.57-102058.8,7.4045362,58.37184,352.323212
1186,-10.007700999999999,SDSSJ232713.03-100027.7,-25.349041,36.699,351.804308
1187,-10.296731,SDSSJ232753.42-101748.2,-56.744953,-40.80969,351.972614
1188,-10.173644,SDSSJ232658.12-101025.1,-11.877245,-1.9049089,351.74219700000003
1189,-10.160696000000002,SDSSJ232301.49-100938.5,27.897673,1.1089755,350.75622200000004
1190,-10.547883,SDSSJ233843.69-103252.3,-64.63908,-12.779929,354.682059
1191,-10.412246000000001,SDSSJ233927.32-102444.0,-26.262444,17.913969,354.86387
1192,-10.316625,SDSSJ233942.39-101859.8,32.437374,27.116343,354.926634
1193,-10.129050999999999,SDSSJ233728.45-100744.5,-39.108692,-23.051332,354.36858
1194,-9.907619,SDSSJ233611.64-095427.4,-24.6814,29.641024,354.048536
1195,-10.9782,SDSSJ233633.81-105841.5,-36.459908,23.822468,354.140881
1196,-9.345744,SDSSJ233451.85-092044.6,-31.950308,54.909462,353.716068
1197,-9.460901,SDSSJ233534.68-092739.2,-33.17223,-40.850292,353.894522
1198,-11.075572,SDSSJ234554.54-110432.0,17.671923,25.662325,356.477279
1199,-10.979391,SDSSJ234252.12-105845.8,30.607506,37.357788,355.717196
1200,-10.045164,SDSSJ234150.36-100242.5,59.466457,-25.229193,355.459844
1201,-10.952681,SDSSJ234209.21-105709.6,-22.864634,-7.1957474,355.538381
1202,-10.702707,SDSSJ235146.28-104209.7,18.527664,-64.17539,357.942869
1203,-10.121824,SDSSJ235419.67-100718.5,-32.657436,-5.4145904,358.581969
1204,-8.991838000000001,SDSSJ235321.03-085930.6,-0.7478056,-20.694593,358.337649
1205,-9.434238,SDSSJ235454.30-092603.2,4.402923,50.242943,358.726263
1206,-9.043538999999999,SDSSJ235426.31-090236.7,-43.23655,-42.543846,358.60963399999997
1207,-10.464426,SDSSJ000009.42-102751.9,37.661736,-50.320118,0.039271
1208,-10.572278,SDSSJ235704.11-103420.2,-10.522878,-31.326687,359.267144
1209,-9.038723,SDSSJ000422.29-090219.4,-68.81233,-12.804255,1.092914
1210,-10.96968,SDSSJ000949.10-105810.8,-39.489,50.185047,2.4546
1211,-10.719619,SDSSJ000612.32-104310.6,-64.54571,36.80558,1.551346
1212,-9.597486,SDSSJ000629.29-093550.9,27.287598,-69.35711,1.6220510000000001
1213,-9.981774,SDSSJ000815.33-095854.3,-36.357708,-56.265495,2.063882
1214,-10.937027,SDSSJ001741.87-105613.2,-23.468195,13.295367,4.424486
1215,-10.626439999999999,SDSSJ001157.76-103735.1,-23.540657,-64.09433,2.990669
1216,-9.956611,SDSSJ001034.61-095723.7,-48.90125,10.60274,2.644234
1217,-8.960761,SDSSJ001901.53-085738.7,51.040207,15.951723,4.756402
1218,-10.833535000000001,SDSSJ002755.22-105000.7,33.416935,-66.53435,6.9801009999999994
1219,-10.116155000000001,SDSSJ002346.04-100658.1,10.241032,-21.023975,5.941844000000001
1220,-9.40675,SDSSJ002132.63-092424.3,21.431168,-27.104792,5.385966000000001
1221,-9.015310000000001,SDSSJ002448.07-090055.1,4.5377445,-3.0343885,6.200319
1222,-9.266849,SDSSJ002439.64-091600.6,6.5963774,5.954197,6.165166999999999
1223,-10.627074,SDSSJ003611.26-103737.4,-56.280865,59.171944,9.046935000000001
1224,-11.097739,SDSSJ002921.48-110551.8,29.41967,26.900686,7.339519999999999
1225,-9.039762,SDSSJ003009.39-090223.1,33.39963,42.335724,7.539160000000001
1226,-11.016687,SDSSJ004116.91-110100.0,14.655682,-24.712603,10.320475
1227,-10.962212,SDSSJ004032.17-105743.9,-47.218166,-40.881023,10.134077
1228,-9.847605999999999,SDSSJ003922.32-095051.3,-41.205658,62.09553,9.843035
1229,-9.786883999999999,SDSSJ003842.66-094712.7,25.674442,-15.028269,9.677771
1230,-9.460755,SDSSJ003414.20-092738.7,-2.4488091,53.201256,8.559172
1231,-9.792553999999999,SDSSJ004924.26-094733.1,15.855828,-36.29655,12.351111999999999
1232,-10.183411999999999,SDSSJ004814.29-101100.2,-57.3408,-22.745913,12.059557
1233,-10.656206,SDSSJ004324.47-103922.3,47.54648,17.474947,10.851977
1234,-9.704302,SDSSJ004429.40-094215.4,-49.585453,27.977982,11.122537
1235,-9.083751,SDSSJ004743.42-090501.5,-58.84593,-44.92232,11.930928
1236,-9.118159,SDSSJ004811.16-090705.3,-59.75444,-19.398989,12.04653
1237,-9.489192,SDSSJ004818.05-092921.0,22.352554,45.175674,12.075238
1238,-10.239009,SDSSJ005448.44-101420.4,-2.4739106,-78.30889,13.701863000000001
1239,-10.537061999999999,SDSSJ005220.23-103213.4,25.006052,33.19091,13.084317
1240,-9.347134,SDSSJ005504.96-092049.6,33.405594,-7.105303,13.770682
1241,-8.691531,SDSSJ005611.68-084129.5,-70.49246,-15.079024,14.04868
1242,-8.957075999999999,SDSSJ005715.49-085725.4,12.119862,-42.57826,14.314570000000002
1243,-9.965971000000001,SDSSJ005631.25-095757.4,30.804268,-0.7854911,14.130227
1244,-9.517141,SDSSJ005609.71-093101.7,59.761795,13.660342,14.040472
1245,-8.720322999999999,SDSSJ005934.10-084313.1,41.240784,7.7334476,14.892103
1246,-8.994453,SDSSJ005924.08-085940.0,0.6126364,8.981107,14.850373000000001
1247,-8.895676,SDSSJ010249.65-085344.4,7.7899675,-48.594604,15.706897
1248,-9.747617,SDSSJ010220.65-094451.4,13.861008,-42.263428,15.586066
1249,-10.962026,SDSSJ010727.40-105743.2,69.0003,23.15476,16.864187
1250,-10.327617,SDSSJ010822.94-101939.4,-6.21764,-22.832016,17.095597
1251,-10.665995,SDSSJ010441.66-103957.5,29.967148,29.68824,16.173616
1252,-9.278338,SDSSJ010400.91-091642.0,35.209213,-19.78113,16.003797
1253,-8.967222,SDSSJ010658.41-085801.9,-22.834145,-47.41874,16.743408
1254,-9.545844,SDSSJ010638.87-093245.0,-5.3513393,-43.683407,16.661965
1255,-9.303315,SDSSJ010714.00-091811.9,3.1138008,-34.67174,16.80837
1256,-10.199839,SDSSJ011601.13-101159.4,17.000433,18.58617,19.004738
1257,-10.38755,SDSSJ011447.13-102315.1,-49.379753,13.863739,18.696385999999997
1258,-9.37745,SDSSJ011353.17-092238.8,-42.449524,17.07662,18.471583
1259,-9.530058,SDSSJ011512.89-093148.2,37.605698,25.059145,18.803738
1260,-9.045992,SDSSJ011627.90-090245.5,34.414703,-50.948,19.116252
1261,-9.957349,SDSSJ012424.43-095726.4,-20.645174,33.858734,21.101815
1262,-10.163554,SDSSJ012143.10-100948.7,-69.8214,33.20713,20.429609
1263,-8.607941,SDSSJ012313.92-083628.5,41.10391,17.160292,20.808022
1264,-8.996935,SDSSJ012630.12-085948.9,26.62389,9.227574,21.625508
1265,-8.359411,SDSSJ013723.81-082133.8,-44.906666,-57.64783,24.349215
1266,-8.344318,SDSSJ014029.96-082039.5,37.0279,1.7984871,25.12485
1267,-8.659738,SDSSJ013951.23-083935.0,40.327267,20.413134,24.963492000000002
1268,-10.539254,SDSSJ014509.52-103221.3,-32.93697,-21.2529,26.289672999999997
1269,-10.032183999999999,SDSSJ014435.44-100155.8,34.848186,28.653168,26.147682
1270,-9.25147,SDSSJ014658.21-091505.2,2.6330798,-23.158714,26.742564
1271,-8.830196,SDSSJ014832.67-084948.7,14.805574,57.138294,27.136136999999998
1272,-9.924408,SDSSJ015407.18-095527.8,-40.46233,-54.483894,28.529921999999996
1273,-9.355442,SDSSJ015222.07-092119.5,-62.835316,-33.179695,28.091990000000003
1274,-9.94762,SDSSJ015113.67-095651.4,43.117805,42.32249,27.806989
1275,-8.827341,SDSSJ015615.29-084938.4,-49.329697,5.186693,29.063715000000002
1276,-9.016760000000001,SDSSJ020353.69-090100.3,82.964325,-8.650858,30.973744
1277,-9.493644,SDSSJ020300.07-092937.1,42.356667,-0.9730134,30.750299
1278,-9.078517,SDSSJ020304.19-090442.6,0.3016965,8.6391115,30.767462
1279,-10.063080000000001,SDSSJ020211.33-100347.0,7.067644,-28.717567,30.547210999999997
1280,-9.166535000000001,SDSSJ020114.32-090959.5,-1.185,78.16426,30.309708
1281,-9.635872,SDSSJ015720.27-093809.1,17.563463,17.90606,29.334464
1282,-9.134131,SDSSJ015631.78-090802.8,-46.093765,20.027575,29.132434999999997
1283,-8.149166000000001,SDSSJ020208.36-080856.9,73.27417,-12.698671,30.53486
1284,-8.133505,SDSSJ020319.10-080800.6,-71.7511,34.92291,30.829604999999997
1285,-8.115641,SDSSJ020458.30-080656.3,43.26239,-6.5166187,31.242924
1286,-8.04013,SDSSJ020608.63-080224.4,-47.072933,66.37669,31.535977000000003
1287,-7.981248,SDSSJ021141.94-075852.4,38.7883,-32.252453,32.924761
1288,-8.328633,SDSSJ021121.53-081943.0,-46.205894,55.555573,32.839721000000004
1289,-7.753010000000001,SDSSJ021325.24-074510.8,-49.672977,56.33251,33.35518
1290,-9.75953,SDSSJ022302.11-094534.3,19.514042,52.40557,35.758804999999995
1291,-9.772839,SDSSJ021710.65-094622.2,66.95457,3.982436,34.294413
1292,-8.970169,SDSSJ021323.56-085812.6,46.48749,-29.283377,33.348194
1293,-7.8410850000000005,SDSSJ021513.03-075027.9,-65.6997,30.971712,33.804308
1294,-8.219137,SDSSJ022111.34-081308.8,-19.893986,-55.41221,35.297274
1295,-7.441374000000001,SDSSJ022101.06-072628.9,25.866385,-58.620697,35.254427
1296,-8.090355,SDSSJ022048.30-080525.2,21.950115,-45.187366,35.201273
1297,0.260482,SDSSJ223348.24+001537.7,-26.73806,-54.302124,338.451024
1298,-1.18821,SDSSJ235128.18-011117.5,6.1511717,32.382996,357.86745
1299,1.265833,SDSSJ235153.33+011556.9,30.179295,58.849674,357.972233
1300,-1.207033,SDSSJ235958.66-011225.3,-35.412964,-27.588049,359.994452
1301,-0.972126,SDSSJ235945.49-005819.6,-7.5655217,31.329243,359.939567
1302,-0.591722,SDSSJ002442.45-003530.1,14.582583,-25.472513,6.176878
1303,0.606051,SDSSJ002306.22+003621.7,56.899025,-4.1391582,5.775945
1304,-1.2129370000000002,SDSSJ003548.53-011246.5,29.773983,6.668183,8.952217999999998
1305,0.925259,SDSSJ004018.21+005530.9,-40.72684,-6.1117935,10.075908
1306,0.957111,SDSSJ005713.03+005725.5,-43.35341,15.38978,14.304313
1307,1.256512,SDSSJ010401.04+011523.4,48.20438,-18.28581,16.004336
1308,-0.168547,SDSSJ010736.65-001006.7,-10.418586,-8.670961,16.902742
1309,0.44780299999999995,SDSSJ011119.82+002652.0,-58.62336,-11.326491,17.832584
1310,0.134189,SDSSJ011616.69+000803.0,-49.065308,13.721691,19.069546
1311,1.144328,SDSSJ012418.18+010839.5,-63.630367,4.1601944,21.075785
1312,0.9663069999999999,SDSSJ012948.34+005758.7,-63.04738,-16.95755,22.451445
1313,-0.30550900000000003,SDSSJ014048.23-001819.8,57.800415,19.942093,25.200964000000003
