col1,Name,RA_1,Dec_1,SDSS_NAME,RA_2,DEC_2,REDSHIFT,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLAG,MI_Z2,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL3000,LOGL1350,Separation_1,_RAJ2000,_DEJ2000,SDSS,RAJ2000,DEJ2000,Plate,MJD,Fiber,z,r_z,DR12,Separation_1a,RAdeg,DEdeg,Speak,e_Speak,Sint,e_Sint,Separation
2397,SDSSJ121152.72+544514.8,182.969678,54.754111,121152.72+544514.8,182.969680786133,54.7541122436523,1.7438999414444,1.35273475E8,1.0,1,-26.44194224883,0.0,0.0,0.0,-27.0824801104998,-1.0,45.8476058818393,46.0737752064732,0.0073176765475777,182.96968111,54.75411194,121152.72+544514.8,182.969681,54.754112,1018,52672,80,1.7439,DR7Q,DR12,0.007197533918689828,,,,,,,
2398,SDSSJ120118.32+553939.6,180.326364,55.661007,120118.32+553939.6,180.326370239258,55.6610069274902,1.73070001602173,3.0,1.0,1,-26.490584516729,0.0,0.0,0.0,-27.0885779498763,-1.0,45.8496429388301,46.01805470412,0.01267285714916,180.32637,55.66100694,120118.32+553939.6,180.32637,55.661007,1018,52672,421,1.7307,DR7Q,DR12,0.012184303490867689,,,,,,,
2399,SDSSJ121055.74+550952.2,182.73229,55.164505,121055.74+550952.2,182.732284545898,55.1645050048828,1.69910001754761,1048578.0,1.0,1,-26.7426192797471,0.0,0.0,0.0,-26.8518254641193,-1.0,46.0447124113255,46.3204903490626,0.0112158270589988,182.732285,55.164505,121055.74+550952.2,182.732285,55.164505,1018,52672,556,1.6991,DR7Q,DR12,0.010281998990190626,,,,,,,
2400,SDSSJ121530.00+555347.8,183.875022,55.896632,121530.00+555347.8,183.875015258789,55.8966331481934,1.69410002231598,1048578.0,1.0,1,-27.0802465229862,0.0,0.0,0.0,-26.7772871738045,-1.0,46.122297791073905,46.2386374496351,0.0142209498018821,183.875015,55.89663306,121530.00+555347.8,183.875015,55.896633,1019,52707,371,1.6941,DR7Q,DR12,0.014580738682790343,,,,,,,
2549,SDSSJ151133.07+513500.0,227.887798,51.58334,151133.07+513500.0,227.887802124023,51.5833396911621,1.66540002822876,11.0,1.0,1,-28.1448156568544,0.0,1.0,2.40728537168439,-26.3829704968255,5.81430853248476,46.5067956515364,46.6766796734408,0.0092919995232145,227.88779306,51.58333889,151133.07+513500.0,227.887793,51.583339,6720,56390,68,1.68,VI,DR12,0.011749846378530614,227.8877,51.5833,8.7,0.1,8.9,0.1,0.268200027666696
2402,SDSSJ123516.87+534527.0,188.820327,53.757527,123516.87+534527.0,188.820327758789,53.7575263977051,1.66530001163483,1048579.0,1.0,1,-26.5549837069012,0.0,0.0,0.0,-26.9354557820764,-1.0,45.9386619222641,46.1737311198291,0.0027035979704189,188.82032806,53.75752611,123516.87+534527.0,188.820328,53.757526,1020,52721,85,1.6653,DR7Q,DR12,0.00418208116847732,,,,,,,
2404,SDSSJ123127.06+552706.0,187.862754,55.451681,123127.06+552706.0,187.862747192383,55.4516792297363,1.69980001449585,2.0,1.0,1,-26.9911879778306,0.0,0.0,0.0,-26.8189338692364,-1.0,46.086091438987694,46.3857259875521,0.0152896704434943,187.86274694,55.45167889,123127.05+552706.0,187.862747,55.451679,1020,52721,465,1.6998,DR7Q,DR12,0.016002223413222844,,,,,,,
2405,SDSSJ123255.01+554123.7,188.229235,55.68993,123255.01+554123.7,188.229232788086,55.6899299621582,1.98919999599457,3.0,1.0,1,-27.5655632051454,0.0,0.0,0.0,-26.7509326526823,-1.0,46.3078820699297,46.4403661434558,0.0044905192602919,188.22923306,55.68993,123255.01+554123.7,188.229233,55.68993,1020,52721,488,1.9892,DR7Q,DR12,0.004058432878199836,,,,,,,
2407,SDSSJ123930.91+553957.8,189.87881,55.666068,123930.91+553957.8,189.878814697266,55.6660690307617,1.78589999675751,2.0,1.0,1,-26.9536319313392,1.0,0.0,0.0,-26.8457484215206,-1.0,46.1432773673695,45.9514934972215,0.0102340183690716,189.878815,55.66606889,123930.91+553957.8,189.878815,55.666069,1020,52721,633,1.7859,DR7Q,DR12,0.01077165968374976,,,,,,,
2408,SDSSJ125211.45+533250.2,193.047729,53.5473,125211.45+533250.2,193.047729492188,53.5472984313965,1.91530001163483,2.0,1.0,1,-27.5519629409517,0.0,0.0,0.0,-26.6971163013658,-1.0,46.2830200878857,46.47909012511649,0.0057442698646124,193.04772889,53.54729806,125211.45+533250.2,193.047729,53.547298,1038,52673,2,1.9153,DR7Q,DR12,0.007200000005568831,,,,,,,
2410,SDSSJ124913.22+542224.4,192.3051,54.373454,124913.22+542224.4,192.305099487305,54.3734550476074,1.73459994792938,3.0,1.0,1,-26.5613215481268,0.0,0.0,0.0,-27.0299715577936,-1.0,45.891471400597,46.0960621419099,0.0039216378777063,192.30509889,54.373455,124913.22+542224.4,192.305099,54.373455,1038,52673,158,1.7346,DR7Q,DR12,0.004166221702183245,,,,,,,
2412,SDSSJ124629.11+550703.2,191.62131,55.117579,124629.11+550703.2,191.621307373047,55.1175804138184,1.85290002822876,3.0,1.0,1,-26.8337819755196,0.0,0.0,0.0,-27.0069358510424,-1.0,45.9611630452918,46.1544695092292,0.0074267447242522,191.62130694,55.11758,124629.11+550703.2,191.621307,55.11758,1038,52673,428,1.8529,DR7Q,DR12,0.0071490297312521095,,,,,,,
2413,SDSSJ125203.11+551117.0,193.012992,55.188072,125203.11+551117.0,193.012985229492,55.1880722045898,1.89450001716614,3.0,1.0,1,-26.9033846255012,0.0,0.0,0.0,-27.0316300083364,-1.0,45.97446914736,46.0897166535842,0.0139341197943357,193.012985,55.18807194,125203.11+551117.0,193.012985,55.188072,1038,52673,590,1.8945,DR7Q,DR12,0.014386289518430621,,,,,,,
2417,SDSSJ130609.64+543415.8,196.540173,54.57108,130609.64+543415.8,196.540176391602,54.5710792541504,1.71399998664856,3.0,1.0,1,-26.6531865127676,0.0,0.0,0.0,-26.9569217511691,-1.0,45.9558644928844,46.2297213958507,0.007570095777322,196.54017611,54.57107889,130609.64+543415.8,196.540176,54.571079,1039,52707,589,1.714,DR7Q,DR12,0.007221918498637335,,,,,,,
2423,SDSSJ131237.84+550610.3,198.157667,55.102887,131237.84+550610.3,198.157669067383,55.1028861999512,1.90320003032684,1048578.0,1.0,1,-26.7647138683467,0.0,0.0,0.0,-26.9435496818655,-1.0,46.0230442714233,46.3407823202428,0.0051405646048523,198.15766889,55.10288611,131237.84+550610.3,198.157669,55.102886,1040,52722,411,1.9032,DR7Q,DR12,0.005470595941457907,,,,,,,
2415,SDSSJ130350.93+534839.5,195.962214,53.810978,130350.93+534839.5,195.962219238281,53.810977935791,2.05430006980896,3.0,1.0,1,-28.050280852031,0.0,0.0,0.0,-26.5843056869686,-1.0,46.4879171390576,46.5997578083167,0.011137014111893,195.96221889,53.81097806,130350.93+534839.5,195.962219,53.810978,1039,52707,134,2.0543,DR7Q,DR12,0.010628118786723633,195.9622,53.811,2.1,0.1,2.0,0.1,0.0848821816048635
2428,SDSSJ132749.18+525031.1,201.954922,52.841981,132749.18+525031.1,201.954925537109,52.8419799804688,1.730299949646,1048578.0,1.0,1,-26.8768217006611,0.0,0.0,0.0,-26.8677745390905,-1.0,46.0220953789243,46.2924132310122,0.0085221518748733,201.95492611,52.84198,132749.18+525031.1,201.954926,52.84198,1041,52724,96,1.7303,DR7Q,DR12,0.00941339933862422,,,,,,,
2429,SDSSJ132917.45+532853.2,202.322739,53.481454,132917.45+532853.2,202.322738647461,53.4814529418945,1.70239996910095,1048579.0,1.0,1,-26.6055238643465,0.0,0.0,0.0,-27.0152197274997,-1.0,45.9213335098778,45.9798720059937,0.0038833289099896,202.32273889,53.48145306,132917.45+532853.2,202.322739,53.481453,1041,52724,114,1.7024,DR7Q,DR12,0.0035999999913344186,,,,,,,
2430,SDSSJ133246.26+542608.7,203.192765,54.43577,133246.26+542608.7,203.192764282227,54.4357681274414,2.0336000919342,1048587.0,1.0,1,-28.3166884583706,0.0,1.0,1.05050154578098,-26.4091971858927,2.69521789617405,46.6520832614295,46.7890878013234,0.0069067059942324,203.19276389,54.43576806,133246.26+542608.7,203.192764,54.435768,1041,52724,592,2.0336,DR7Q,DR12,0.007498270507286237,,,,,,,
2546,SDSSJ145546.38+521431.0,223.943259,52.241968,145546.38+521431.0,223.943252563477,52.2419662475586,1.96650004386902,1048578.0,1.0,1,-27.4791758843284,0.0,0.0,0.0,-26.7588996112675,-1.0,46.2707914580564,46.4210128360943,0.0155279045572397,223.94325306,52.24196611,145546.38+521431.0,223.943253,52.241966,1164,52674,294,1.9665,DR7Q,DR12,0.015059039997495308,223.9433,52.2419,1.5,0.1,1.8,0.2,0.25496900050600807
2432,SDSSJ133419.73+523613.7,203.582228,52.603816,133419.73+523613.7,203.582229614258,52.603816986084,1.66120004653931,1048579.0,1.0,1,-27.2384217037278,0.0,0.0,0.0,-26.7751022785808,-1.0,46.1447445438318,46.1423764573794,0.0050058104198851,203.58223,52.60381694,133419.73+523613.7,203.58223,52.603817,1042,52725,297,1.6612,DR7Q,DR12,0.005663984890388164,203.5823,52.6038,0.9,0.1,0.9,0.1,0.17791655728611094
2431,SDSSJ133520.47+541549.2,203.835325,54.263667,133520.47+541549.2,203.835327148438,54.263668060302706,1.82749998569489,1048579.0,1.0,1,-27.4564692109333,0.0,0.0,0.0,-26.7085734472071,-1.0,46.2376449190549,46.4369601902006,0.0059140722933346,203.83532694,54.26366806,133520.47+541549.2,203.835327,54.263668,1041,52724,634,1.8275,DR7Q,DR12,0.005535678590290791,,,,,,,
2433,SDSSJ133510.33+540733.2,203.793058,54.125913,133510.33+540733.2,203.793060302734,54.1259117126465,1.72510004043579,10.0,1.0,1,-27.2568623205147,0.0,2.0,37.0586942732487,-26.6807210279687,177.668788632134,46.2090650160371,46.4947194001273,0.0067139785167598,203.79306,54.12591194,133510.33+540733.2,203.79306,54.125912,1042,52725,383,1.7251,DR7Q,DR12,0.005546351065054211,,,,,,,
2435,SDSSJ135508.33+514039.5,208.784738,51.677644,135508.33+514039.5,208.784744262695,51.6776428222656,1.73860001564026,2.0,1.0,1,-26.4881401701833,0.0,0.0,0.0,-27.0505487537904,-1.0,45.8504855661965,46.008562041593294,0.0146090334087912,208.78474389,51.67764306,135508.33+514039.5,208.784744,51.677643,1043,52465,44,1.7386,DR7Q,DR12,0.013869209003583623,,,,,,,
2436,SDSSJ135307.17+522720.2,208.279882,52.455631,135307.17+522720.2,208.279876708984,52.4556312561035,1.8474999666214,1048578.0,1.0,1,-26.6597273378227,0.0,0.0,0.0,-27.0418465885836,-1.0,45.9231472790385,46.1624251138529,0.0116437361769932,208.27987694,52.45563111,135307.17+522720.2,208.279877,52.455631,1043,52465,144,1.8475,DR7Q,DR12,0.010968760921702214,,,,,,,
2437,SDSSJ134952.84+522132.3,207.470172,52.35898,134952.84+522132.3,207.470169067383,52.3589782714844,1.67840003967285,1048579.0,1.0,1,-26.8579124179597,0.0,0.0,0.0,-26.8621205484828,-1.0,46.0433845965904,46.1898324298647,0.0089605976544248,207.47016889,52.35897806,134952.84+522132.3,207.470169,52.358978,1043,52465,199,1.6784,DR7Q,DR12,0.009764382044492113,,,,,,,
2440,SDSSJ134724.15+525740.4,206.850627,52.961243,134724.15+525740.4,206.850631713867,52.9612426757813,1.86380004882813,2.0,1.0,1,-27.3730454087675,0.0,0.0,0.0,-26.7446405547371,-1.0,46.2431095277913,46.3718981949123,0.010288340964046,206.85063194,52.96124306,134724.15+525740.4,206.850632,52.961243,1043,52465,432,1.8638,DR7Q,DR12,0.010842392008017157,,,,,,,
2441,SDSSJ140445.32+515012.4,211.188842,51.836782,140445.32+515012.4,211.188842773438,51.8367805480957,1.6878000497818,1048579.0,1.0,1,-26.7143182886451,0.0,1.0,9.22783936666054,-26.9817826840644,88.4876598774735,45.9447291843298,46.0212230353712,0.0055027316180172,211.18884306,51.83678111,140445.32+515012.4,211.188843,51.836781,1044,52468,154,1.6878,DR7Q,DR12,0.004231807396483293,,,,,,,
2442,SDSSJ140031.00+514109.9,210.129203,51.686111,140031.00+514109.9,210.129196166992,51.6861114501953,1.72979998588562,1048578.0,1.0,1,-26.3640041223761,0.0,0.0,0.0,-27.1144168991546,-1.0,45.7905509987843,45.9847533094031,0.015336392843293,210.12919611,51.68611111,140031.00+514110.0,210.129196,51.686111,1044,52468,230,1.7298,DR7Q,DR12,0.015623225054897846,,,,,,,
2447,SDSSJ141609.43+502815.5,214.039302,50.470997,141609.43+502815.5,214.039306640625,50.4709968566895,1.93340003490448,3.0,1.0,1,-27.8487597188119,0.0,0.0,0.0,-26.7737948128502,-1.0,46.0800632162556,46.1826461341811,0.0106455147126262,214.03930694,50.47099694,141609.43+502815.5,214.039307,50.470997,1045,52725,211,1.9334,DR7Q,DR12,0.011456437189415372,,,,,,,
2452,SDSSJ143154.32+494411.3,217.97634,49.736488,143154.32+494411.3,217.976333618164,49.7364883422852,1.65460002422333,1048578.0,1.0,1,-26.1865747026138,0.0,0.0,0.0,-27.0786791600601,-1.0,45.7696804323619,46.0664006734331,0.0148996219852044,217.97633389,49.73648806,143154.32+494411.3,217.976334,49.736488,1046,52460,154,1.6546,DR7Q,DR12,0.013960165401082877,,,,,,,
2453,SDSSJ142845.15+503031.2,217.188162,50.508688,142845.15+503031.2,217.18815612793,50.5086898803711,1.93480002880096,3.0,1.0,1,-27.3142818971003,0.0,0.0,0.0,-26.8405792561821,-1.0,46.1654837673548,46.2747132181388,0.0150519633723383,217.18815611,50.50869,142845.15+503031.2,217.188156,50.50869,1046,52460,435,1.9348,DR7Q,DR12,0.015509307749624328,,,,,,,
1832,SDSSJ110853.98+522337.9,167.224924,52.393875,110853.98+522337.9,167.22492980957,52.3938751220703,1.66410005092621,1048579.0,1.0,1,-26.6855959582934,0.0,0.0,0.0,-26.9744293466222,-1.0,45.9238107848964,45.98686675591831,0.0127701873580994,167.22493,52.393875,110853.98+522337.9,167.22493,52.393875,878,52353,322,1.6641,DR7Q,DR12,0.013180964969798929,167.2249,52.3938,0.5,0.1,0.6,0.1,0.279539197288074
2456,SDSSJ143852.93+503950.9,219.720552,50.664166,143852.93+503950.9,219.720550537109,50.6641654968262,1.99310004711151,7171.0,1.0,1,-27.6566677751858,0.0,0.0,0.0,-26.72431695883,-1.0,46.2724570166396,46.561690315885905,0.0037979955157087,219.72055111,50.664165,143852.93+503950.9,219.720551,50.664165,1047,52733,406,1.9931,DR7Q,DR12,0.004262291281983978,,,,,,,
2457,SDSSJ144549.72+493120.2,221.457186,49.522302,144549.72+493120.2,221.457183837891,49.5223007202148,1.72800004482269,1048578.0,1.0,1,-26.6030347986562,0.0,0.0,0.0,-27.0308434242247,-1.0,45.8974649773738,45.976437334749,0.0068378852065099,221.45718389,49.52230111,144549.72+493120.2,221.457184,49.522301,1047,52733,519,1.728,DR7Q,DR12,0.0058996008439615435,,,,,,,
2459,SDSSJ145628.16+474614.3,224.117338,47.77064,145628.16+474614.3,224.117340087891,47.7706413269043,1.98559999465942,3.0,1.0,1,-27.2874696717773,0.0,0.0,0.0,-26.8187671390532,-1.0,46.2304569366251,46.38521165303111,0.006952611275952,224.11734,47.77064111,145628.16+474614.3,224.11734,47.770641,1048,52736,109,1.9856,DR7Q,DR12,0.006031342334146951,,,,,,,
2460,SDSSJ145752.69+485028.4,224.469573,48.841228,145752.69+485028.4,224.469573974609,48.8412284851074,1.91369998455048,3.0,1.0,1,-27.0160203985986,0.0,0.0,0.0,-26.9661385458451,-1.0,46.0436478673401,46.2329622775376,0.0028951941112652,224.46957389,48.84122806,145752.69+485028.4,224.469574,48.841228,1048,52736,543,1.9137,DR7Q,DR12,0.0023693323726858523,,,,,,,
2462,SDSSJ145905.65+473249.9,224.773549,47.547216,145905.65+473249.9,224.773544311523,47.5472145080566,2.02239990234375,1048578.0,1.0,1,-27.0627137405091,0.0,0.0,0.0,-26.9728731083538,-1.0,46.0285370814284,46.2782112814162,0.0125952864751073,224.77354389,47.547215,145905.65+473249.9,224.773544,47.547215,1049,52751,427,2.0224,DR7Q,DR12,0.01267181158003193,,,,,,,
2520,SDSSJ141032.97+560707.4,212.637405,56.118735,141032.97+560707.4,212.637405395508,56.1187362670898,2.04830002784729,1048578.0,1.0,1,-27.4751239661299,0.0,0.0,0.0,-26.7821367834267,-1.0,46.2468774381828,46.4567685353175,0.0046300680261442,212.637405,56.11873611,141032.97+560707.4,212.637405,56.118736,1159,52669,15,2.0483,DR7Q,DR12,0.0035999999913344186,,,,,,,
2427,SDSSJ133354.13+532158.4,203.475581,53.366232,133354.13+532158.4,203.4755859375,53.3662338256836,1.75380003452301,2.0,1.0,1,-26.604889759207,0.0,0.0,0.0,-26.9665293912354,-1.0,45.9666144126069,46.0436239757873,0.012477618209373,203.47558611,53.36623389,133354.14+532158.4,203.475586,53.366234,1041,52724,26,1.7538,DR7Q,DR12,0.01293057150058315,203.4756,53.3663,0.5,0.1,0.6,0.1,0.24392107146639116
2525,SDSSJ141802.07+550750.4,214.508627,55.130682,141802.07+550750.4,214.50862121582,55.1306838989258,2.01489996910095,2.0,1.0,1,-26.7516834969135,1.0,0.0,0.0,-27.0155656455012,-1.0,46.0057502687151,46.2527285833334,0.0137278531443374,214.50862111,55.13068389,141802.06+550750.4,214.508621,55.130684,1160,52674,124,2.0149,DR7Q,DR12,0.014294558338517277,,,,,,,
2528,SDSSJ140845.28+554514.6,212.188706,55.754068,140845.28+554514.6,212.188705444336,55.7540664672852,1.64939999580383,1048578.0,1.0,1,-27.1605139791114,0.0,0.0,0.0,-26.7659132404579,-1.0,46.134433363643,46.210995267919905,0.0056314342663745,212.188705,55.75406611,140845.28+554514.6,212.188705,55.754066,1160,52674,293,1.6494,DR7Q,DR12,0.007479586615258087,,,,,,,
3482,SDSSJ123125.75+475013.7,187.857308,47.837166,123125.75+475013.7,187.857315063477,47.8371658325195,1.7820999622345,3145739.0,1.0,1,-26.5646301236918,0.0,1.0,1.11052782020055,-27.0793089828175,13.3302540239275,45.8594224675086,46.1225896034216,0.0170792801895176,187.857315,47.83716611,123125.75+475013.7,187.857315,47.837166,1453,53084,498,1.7821,DR7Q,DR12,0.016915245824280997,187.8572,47.8372,1.2,0.1,1.2,0.1,0.3039098086718678
2416,SDSSJ130349.63+550301.1,195.95683,55.050315,130349.63+550301.1,195.956832885742,55.0503158569336,1.68879997730255,1048579.0,1.0,1,-26.855088373623,0.0,0.0,0.0,-26.9274883611216,-1.0,45.9989564678461,46.0830145004038,0.0067032847524051,195.95683306,55.05031611,130349.63+550301.1,195.956833,55.050316,1039,52707,504,1.6888,DR7Q,DR12,0.00715801391502094,195.957,55.0503,1.4,0.1,1.6,0.1,0.3558956777067966
2530,SDSSJ141527.42+563347.7,213.864253,56.563274,141527.42+563347.7,213.8642578125,56.5632743835449,1.93309998512268,1048579.0,1.0,1,-26.7668649283372,0.0,0.0,0.0,-27.0456472121947,-1.0,46.0168549047385,46.0125802196544,0.0096456861836373,213.86425806,56.56327389,141527.42+563347.7,213.864258,56.563274,1160,52674,474,1.9331,DR7Q,DR12,0.009918283643194243,,,,,,,
2208,SDSSJ110429.51+481637.7,166.122993,48.277147,110429.51+481637.7,166.122985839844,48.2771453857422,1.91830003261566,3.0,1.0,1,-27.3048501166968,0.0,0.0,0.0,-26.8673872429193,-1.0,46.1345323538422,46.3401123454156,0.0181126057996524,166.12301306,48.27714694,110429.52+481637.7,166.123013,48.277147,6693,56384,730,1.92,VI,DR12,0.04791802357088387,166.123,48.2772,0.5,0.1,0.5,0.1,0.18745634255126592
2531,SDSSJ143747.49+552900.6,219.447886,55.483504,143747.49+552900.6,219.447891235352,55.4835052490234,1.66509997844696,1048578.0,1.0,1,-26.5958246356612,1.0,0.0,0.0,-26.9184920888661,-1.0,45.9555865553111,46.05337283585791,0.011587663232211,219.44789111,55.483505,143747.49+552900.6,219.447891,55.483505,1161,52703,38,1.6651,DR7Q,DR12,0.010816260198531944,,,,,,,
2532,SDSSJ143527.71+554116.0,218.865459,55.687792,143527.71+554116.0,218.865463256836,55.6877937316895,1.81149995326996,1048578.0,1.0,1,-27.0842445065331,0.0,0.0,0.0,-26.8397312431952,-1.0,46.1128368319852,46.213072924107,0.010653060421944,218.86546306,55.68779389,143527.71+554116.0,218.865463,55.687794,1161,52703,71,1.8115,DR7Q,DR12,0.01085037839824535,,,,,,,
2533,SDSSJ142829.42+550942.7,217.122586,55.161888,142829.42+550942.7,217.122589111328,55.1618881225586,1.76460003852844,1048579.0,1.0,1,-26.7538536217468,0.0,0.0,0.0,-26.9391405327059,-1.0,45.9767262404117,46.2387579532593,0.0064137481197932,217.12258889,55.16188806,142829.42+550942.7,217.122589,55.161888,1161,52703,143,1.7646,DR7Q,DR12,0.0061696042279241105,,,,,,,
2850,SDSSJ131922.17+490723.2,199.842388,49.123138,131922.17+490723.2,199.842391967773,49.1231384277344,1.68529999256134,3.0,1.0,1,-27.6153188958081,0.0,0.0,0.0,-26.6216233570595,-1.0,46.3211547595088,46.2429007339585,0.0094739234537518,199.84239194,49.12313806,131922.17+490723.2,199.842392,49.123138,1282,52759,424,1.6853,DR7Q,DR12,0.009423871476750917,199.8424,49.1233,0.4,0.1,0.5,0.1,0.5800933057912422
2537,SDSSJ144140.99+535116.1,220.420803,53.854475,144140.99+535116.1,220.420806884766,53.8544731140137,1.86389994621277,3.0,1.0,1,-26.5966776900038,0.0,0.0,0.0,-27.0317921660894,-1.0,45.9442823506045,46.078711258921,0.0106838034590832,220.42080694,53.85447306,144140.99+535116.1,220.420807,53.854473,1162,52668,53,1.8639,DR7Q,DR12,0.011134739644138159,,,,,,,
2539,SDSSJ142838.47+543326.9,217.160312,54.557473,142838.47+543326.9,217.160308837891,54.557472229003906,1.75559997558594,3.0,1.0,1,-27.3871398332993,0.0,0.0,0.0,-26.7491316334857,-1.0,46.1997261491321,46.1785267801482,0.0071609739893209,217.16030889,54.55747194,142838.47+543326.9,217.160309,54.557472,1162,52668,283,1.7556,DR7Q,DR12,0.0072237302332126664,,,,,,,
3537,SDSSJ133316.70+464512.9,203.319598,46.753603,133316.70+464512.9,203.319595336914,46.753604888916,1.92279994487762,2.0,1.0,1,-27.7645552592788,0.0,0.0,0.0,-26.7222432167758,-1.0,46.2796562580478,46.392876649695104,0.0094544340865934,203.31959389,46.75362,133316.70+464513.0,203.319594,46.75362,6748,56371,358,1.925,VI,DR12,0.061990139891571386,203.3197,46.7535,0.4,0.1,0.9,0.1,0.44550626363528323
3520,SDSSJ131450.93+455853.6,198.712242,45.981562,131450.93+455853.6,198.71223449707,45.9815635681152,1.71829998493195,1048578.0,1.0,1,-26.7513515386836,0.0,0.0,0.0,-26.9259067936213,-1.0,46.0082703863116,46.1673516786659,0.0195999258574408,198.71223389,45.98156389,131450.93+455853.6,198.712234,45.981564,1461,53062,193,1.7183,DR7Q,DR12,0.021268597139681693,198.7125,45.9815,0.4,0.1,0.4,0.2,0.6700616574778464
2846,SDSSJ131906.47+493152.9,199.776983,49.531378,131906.47+493152.9,199.776977539063,49.531379699707,1.91499996185303,11.0,1.0,1,-27.0025729376491,0.0,1.0,12.650446576464,-26.9542341335845,113.851823407245,46.046366663134094,46.1773134176735,0.0141508904947154,199.77697806,49.53138,131906.47+493152.9,199.776978,49.53138,1281,52753,630,1.915,DR7Q,DR12,0.013723059820917953,199.7773,49.5314,12.2,0.1,24.7,0.1,0.739729827222262
2540,SDSSJ143127.52+561310.0,217.864685,56.219468,143127.52+561310.0,217.864685058594,56.2194671630859,1.77660000324249,3.0,1.0,1,-27.1745838727612,0.0,0.0,0.0,-26.8329476946304,-1.0,46.0833396093124,46.3629779347776,0.0030151725333865,217.864685,56.21946694,143127.52+561310.0,217.864685,56.219467,1162,52668,336,1.7766,DR7Q,DR12,0.0035999999913344186,,,,,,,
2541,SDSSJ143505.36+552904.2,218.772341,55.484517,143505.36+552904.2,218.772338867188,55.4845161437988,1.95560002326965,1048578.0,1.0,1,-27.0934499757918,1.0,0.0,0.0,-26.9856809694798,-1.0,46.041288130828896,46.1286873322997,0.0053318719344429,218.77233889,55.48451611,143505.36+552904.2,218.772339,55.484516,1162,52668,425,1.9556,DR7Q,DR12,0.005440972638802236,,,,,,,
2542,SDSSJ145655.80+534631.4,224.232526,53.775398,145655.80+534631.4,224.232528686523,53.7753982543945,1.98280000686646,1048578.0,1.0,1,-26.9098266029396,0.0,0.0,0.0,-27.0296549562511,-1.0,45.9942071342826,46.1065439338671,0.0057882935073108,224.23252889,53.77539806,145655.80+534631.4,224.232529,53.775398,1163,52669,30,1.9828,DR7Q,DR12,0.006382282764996875,,,,,,,
2543,SDSSJ145233.73+543014.0,223.140568,54.503895,145233.73+543014.0,223.140563964844,54.5038948059082,1.7820999622345,3.0,1.0,1,-27.5356046975574,0.0,0.0,0.0,-26.6610261907116,-1.0,46.292073467845505,46.429553609979905,0.00846370534027,223.14057611,54.50390194,145233.73+543014.0,223.140576,54.503902,6712,56421,532,1.787,VI,DR12,0.03024379301544012,,,,,,,
2544,SDSSJ145628.19+541938.9,224.117488,54.327496,145628.19+541938.9,224.117492675781,54.3274955749512,1.6525000333786,3.0,1.0,1,-27.6917599279933,0.0,0.0,0.0,-26.5864277442647,-1.0,46.2928775636918,46.5362048440656,0.0099346282779448,224.11748111,54.32749194,145628.19+541938.9,224.117481,54.327492,6712,56421,596,1.651,VI,DR12,0.02057462694493047,,,,,,,
2547,SDSSJ145753.45+530642.1,224.472723,53.11171,145753.45+530642.1,224.472717285156,53.1117095947266,1.97379994392395,2.0,1.0,1,-27.777132778583,0.0,0.0,0.0,-26.7012320812331,-1.0,46.3062103831786,46.4796880579753,0.0124352307983786,224.47271694,53.11171,145753.45+530642.1,224.472717,53.11171,1164,52674,424,1.9738,DR7Q,DR12,0.012965546386766247,,,,,,,
3922,SDSSJ134303.25+502832.0,205.763576,50.475577,134303.25+502832.0,205.763580322266,50.4755783081055,1.97409999370575,10.0,1.0,1,-26.9084658793185,0.0,1.0,37.665056581396705,-26.9208251982745,313.880129018759,46.1317105615755,46.2137814120646,0.0109652966525238,205.76358,50.47557806,134303.25+502832.0,205.76358,50.475578,1669,53433,178,1.9741,DR7Q,DR12,0.009845998881132632,205.7636,50.4756,44.1,0.1,51.8,0.2,0.09798019215381555
2550,SDSSJ151501.77+515030.7,228.757388,51.841872,151501.77+515030.7,228.757385253906,51.8418731689453,1.76909995079041,1048579.0,1.0,1,-26.5035074566115,0.0,0.0,0.0,-27.0600639237541,-1.0,45.8521842924972,46.0673736390957,0.0074172109401101,228.757385,51.84187306,151501.77+515030.7,228.757385,51.841873,1165,52703,553,1.7691,DR7Q,DR12,0.007581798879559489,,,,,,,
2554,SDSSJ151959.06+502457.8,229.996106,50.416056,151959.06+502457.8,229.996109008789,50.4160575866699,1.78020000457764,2.0,1.0,1,-27.0566111740042,0.0,0.0,0.0,-26.856043634265,-1.0,46.085460308965104,46.1685082239716,0.0089590623343562,229.99610889,50.41605806,151959.06+502457.8,229.996109,50.416058,1166,52751,383,1.7802,DR7Q,DR12,0.009959910342369743,,,,,,,
2835,SDSSJ124238.21+484143.6,190.659238,48.695462,124238.21+484143.6,190.659240722656,48.6954612731934,1.84010004997253,1048579.0,1.0,1,-26.9924863104572,0.0,0.0,0.0,-26.9343490865404,-1.0,46.0544227696417,46.1347676016104,0.0069786973040703,190.65924111,48.69546111,124238.21+484143.6,190.659241,48.695461,1278,52735,60,1.8401,DR7Q,DR12,0.007986100701321252,,,,,,,
