col1,Name,RA_1,Dec_1,SDSS_NAME,RA_2,DEC_2,REDSHIFT,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLAG,MI_Z2,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL3000,LOGL1350,Separation_1,_RAJ2000,_DEJ2000,SDSS,RAJ2000,DEJ2000,Plate,MJD,Fiber,z,r_z,DR12,Separation_1a,RAdeg,DEdeg,Speak,e_Speak,Sint,e_Sint,Separation
3924,SDSSJ135036.71+505424.4,207.652999,50.906805,135036.71+505424.4,207.65299987793,50.9068031311035,2.05859994888306,2097163.0,1.0,1,-27.5908167756322,0.0,1.0,6.3235461254109,-26.8227815747835,42.0477019909322,46.2416857991422,46.3566085489323,0.0070170048849028,207.653,50.90680306,135036.72+505424.4,207.653,50.906803,1669,53433,592,2.0586,DR7Q,DR12,0.00754939460985442,207.6529,50.9069,3.9,0.1,4.4,0.2,0.41367439785154164
2836,SDSSJ123612.46+485442.8,189.051924,48.911902,123612.46+485442.8,189.05192565918,48.9119033813477,1.71879994869232,3.0,1.0,1,-26.9317487980772,0.0,0.0,0.0,-26.9705802406569,-1.0,45.9811822792038,45.9912841659586,0.0063355798778314,189.05192611,48.91190306,123612.46+485442.8,189.051926,48.911903,1278,52735,210,1.7188,DR7Q,DR12,0.005945719711325932,,,,,,,
2839,SDSSJ123503.90+510616.6,188.766287,51.104639,123503.90+510616.6,188.76628112793,51.104637145996094,1.75800001621246,2.0,1.0,1,-26.6687028297434,0.0,0.0,0.0,-26.9963643098507,-1.0,45.9200310403303,46.1137931052205,0.0148570739305211,188.76628111,51.10463694,123503.90+510616.6,188.766281,51.104637,1278,52735,366,1.758,DR7Q,DR12,0.01535530004044739,,,,,,,
2840,SDSSJ125312.95+491147.9,193.303992,49.196648,125312.95+491147.9,193.303985595703,49.196647644043,1.97370004653931,1048578.0,1.0,1,-27.6915907670214,0.0,0.0,0.0,-26.6035626242766,-1.0,46.408413404423,46.6338019911956,0.0151203383406944,193.30398611,49.19664806,125312.95+491147.9,193.303986,49.196648,1279,52736,55,1.9737,DR7Q,DR12,0.014114841553270958,,,,,,,
2841,SDSSJ124447.98+490431.0,191.19993,49.075279,124447.98+490431.0,191.199935913086,49.0752792358398,1.98880004882813,2.0,1.0,1,-27.7465717824762,0.0,0.0,0.0,-26.6756287287883,-1.0,46.3830695070394,46.4942187983536,0.0139703031202141,191.19993611,49.07527889,124447.98+490431.0,191.199936,49.075279,1279,52736,282,1.9888,DR7Q,DR12,0.014149444565702197,,,,,,,
2843,SDSSJ131812.03+481923.7,199.550136,48.323251,131812.03+481923.7,199.550140380859,48.3232498168945,1.77760004997253,1048578.0,1.0,1,-26.8178163681266,0.0,0.0,0.0,-27.0041768430621,-1.0,45.949535418373,46.0736850432752,0.0113185707010078,199.55014,48.32325,131812.03+481923.6,199.55014,48.32325,1281,52753,10,1.7776,DR7Q,DR12,0.010229356338332468,,,,,,,
2982,SDSSJ132650.71+561020.1,201.711296,56.172255,132650.71+561020.1,201.711288452148,56.1722564697266,1.86269998550415,11.0,1.0,1,-27.4994386434127,0.0,1.0,1.45156440721429,-26.8271576859455,9.74976160144594,46.1168824321716,46.1704352762379,0.0160253934971374,201.71128806,56.17225611,132650.70+561020.1,201.711288,56.172256,1321,52764,358,1.8627,DR7Q,DR12,0.016432099821250778,201.7113,56.1723,5.9,0.1,7.6,0.1,0.15711486958542675
2847,SDSSJ132607.27+482906.2,201.530302,48.485073,132607.27+482906.2,201.530303955078,48.4850730895996,1.77499997615814,2.0,1.0,1,-26.4735588342712,0.0,0.0,0.0,-27.082375514652,-1.0,45.8458791132878,46.1433107880295,0.0046762175148613,201.53030389,48.48507306,132607.27+482906.2,201.530304,48.485073,1282,52759,108,1.775,DR7Q,DR12,0.00477226908186543,,,,,,,
2848,SDSSJ132442.70+483400.5,201.177932,48.566816,132442.70+483400.5,201.177932739258,48.5668144226074,1.66840004920959,1048578.0,1.0,1,-26.3041121660041,0.0,0.0,0.0,-27.0501023071774,-1.0,45.8302252080046,46.0625860131872,0.0059454357379901,201.17793306,48.56681389,132442.70+483400.5,201.177933,48.566814,1282,52759,159,1.6684,DR7Q,DR12,0.007583883464016112,,,,,,,
2849,SDSSJ132312.77+484603.0,200.803214,48.767506,132312.77+484603.0,200.803207397461,48.767505645752,1.83329999446869,1048579.0,1.0,1,-26.6986443652738,0.0,0.0,0.0,-27.0265884856805,-1.0,45.9678634952091,46.1129192211508,0.0157184425248112,200.80320694,48.76750611,132312.76+484603.0,200.803207,48.767506,1282,52759,177,1.8333,DR7Q,DR12,0.016609724948979745,,,,,,,
2855,SDSSJ133343.87+490226.4,203.432792,49.040688,133343.87+490226.4,203.43278503418,49.0406875610352,1.84870004653931,1048579.0,1.0,1,-26.741519534952,0.0,0.0,0.0,-26.9899714575631,-1.0,45.991195802714095,46.08657751080769,0.0165143004914285,203.432785,49.04068806,133343.86+490226.4,203.432785,49.040688,1283,52762,474,1.8487,DR7Q,DR12,0.01651917751013908,,,,,,,
2856,SDSSJ133420.86+485254.9,203.586922,48.881938,133420.86+485254.9,203.586929321289,48.8819389343262,1.69700002670288,2097162.0,1.0,1,-27.0082808513305,0.0,1.0,30.9273398101272,-26.7861579322227,189.016840012882,46.1240643988623,46.3397212450033,0.0176558181362122,203.58692889,48.88193889,133420.86+485254.9,203.586929,48.881939,1283,52762,487,1.697,DR7Q,DR12,0.0169583588079869,,,,,,,
2857,SDSSJ135434.19+474107.9,208.642499,47.68555,135434.19+474107.9,208.642501831055,47.685550689697294,1.76960003376007,1048578.0,1.0,1,-26.7400249918439,0.0,0.0,0.0,-26.9483597748394,-1.0,45.9871790327278,46.1872860660615,0.0072965500131308,208.64250194,47.68555111,135434.20+474107.9,208.642502,47.685551,1284,52736,34,1.7696,DR7Q,DR12,0.008113007467523133,,,,,,,
3458,SDSSJ120537.05+474705.3,181.404387,47.784818,120537.05+474705.3,181.404388427734,47.7848167419434,1.97430002689362,3145738.0,1.0,1,-27.2637055674193,0.0,1.0,8.81826778720317,-26.9384355581262,76.5277317438659,46.076233266366,46.1888156254566,0.0056955130068313,181.40438806,47.78481694,120537.05+474705.3,181.404388,47.784817,1449,53116,462,1.9743,DR7Q,DR12,0.004337174294109915,181.4043,47.7849,4.1,0.1,4.7,0.1,0.3689013602909045
1863,SDSSJ124842.93+531449.5,192.178906,53.247102,124842.93+531449.5,192.178909301758,53.2471008300781,1.65170001983643,3145739.0,1.0,1,-26.8213510015673,0.0,1.0,6.66656963070137,-26.9504353462129,59.475453988713504,45.92389397527631,46.0108708630013,0.0082658515089721,192.17890889,53.24710111,124842.93+531449.5,192.178909,53.247101,886,52381,373,1.6517,DR7Q,DR12,0.007397424084597865,192.1787,53.247,5.4,0.1,7.1,0.1,0.5794604901395258
2858,SDSSJ134313.36+473107.9,205.805698,47.51888,134313.36+473107.9,205.805694580078,47.5188789367676,1.86199998855591,1048578.0,1.0,1,-28.4038491103374,0.0,0.0,0.0,-26.3153405664695,-1.0,46.6381397734789,46.8922808124226,0.0091534033274872,205.80570194,47.51888,134313.36+473107.9,205.805702,47.51888,6748,56371,988,1.869,VI,DR12,0.009725000011810562,,,,,,,
2859,SDSSJ134211.47+482154.5,205.547813,48.365156,134211.47+482154.5,205.547805786133,48.3651542663574,2.04410004615784,2.0,1.0,1,-27.5312787290935,0.0,2.0,4.00274488982107,-26.7991256406528,25.2048172214152,46.2252692651191,46.4683469179589,0.0183480032471053,205.54780611,48.36515389,134211.47+482154.5,205.547806,48.365154,1284,52736,383,2.0441,DR7Q,DR12,0.018224924885171627,,,,,,,
2206,SDSSJ105245.64+463831.2,163.190206,46.642011,105245.64+463831.2,163.190200805664,46.6420097351074,1.82449996471405,3.0,1.0,1,-28.6353674987161,0.0,0.0,0.0,-26.354123432216,-1.0,46.6001223617389,46.644056553320496,0.0136219457935356,163.19020111,46.64201,105245.64+463831.2,163.190201,46.64201,963,52643,89,1.8245,DR7Q,DR12,0.012871663926148191,163.1904,46.6419,0.7,0.1,0.8,0.1,0.6246614299928461
2860,SDSSJ134730.17+481129.5,206.875709,48.191536,134730.17+481129.5,206.875701904297,48.191535949707,1.95550000667572,1048579.0,1.0,1,-27.0411098801048,0.0,0.0,0.0,-26.9088664032941,-1.0,46.1249417873079,46.2713492234647,0.0170300348941748,206.87570194,48.19153611,134730.16+481129.5,206.875702,48.191536,1284,52736,503,1.9555,DR7Q,DR12,0.016799393288328912,,,,,,,
1597,SDSSJ150458.47+541945.0,226.243631,54.329169,150458.47+541945.0,226.243637084961,54.3291702270508,1.74489998817444,1048579.0,1.0,1,-27.5590744134285,0.0,0.0,0.0,-26.6604734919966,-1.0,46.2684055921384,46.4348684855704,0.0135161434510234,226.24363194,54.32916306,150458.47+541944.9,226.243632,54.329163,6712,56421,880,1.749,VI,DR12,0.02170177162535694,226.2432,54.3292,0.6,0.1,0.7,0.2,0.9232585360827642
2863,SDSSJ141010.14+462949.2,212.542279,46.497024,141010.14+462949.2,212.542282104492,46.4970245361328,1.68519997596741,1048579.0,1.0,1,-26.6553342641223,0.0,0.0,0.0,-26.9939162320154,-1.0,45.9127089176028,46.1105063956851,0.0079319940331943,212.54228194,46.497025,141010.14+462949.2,212.542282,46.497025,1286,52725,167,1.6852,DR7Q,DR12,0.008260376236239774,,,,,,,
2864,SDSSJ140430.21+454436.0,211.125887,45.743341,140430.21+454436.0,211.125885009766,45.7433395385742,1.67840003967285,1048578.0,1.0,1,-26.5038136546428,0.0,0.0,0.0,-26.9723751084076,-1.0,45.9215552257816,46.0957328336923,0.007258173311919,211.125885,45.74334,140430.21+454436.0,211.125885,45.74334,1286,52725,294,1.6784,DR7Q,DR12,0.0061812229343638884,,,,,,,
2865,SDSSJ140714.34+465659.0,211.809786,46.949742,140714.34+465659.0,211.809783935547,46.9497413635254,1.7199000120163,2.0,1.0,1,-26.8674289431501,0.0,0.0,0.0,-26.8718806377992,-1.0,46.0200434746707,46.2976777910106,0.0055668188529458,211.80978389,46.94974111,140714.34+465659.0,211.809784,46.949741,1286,52725,421,1.7199,DR7Q,DR12,0.006092394974366048,,,,,,,
2389,SDSSJ112420.61+551055.2,171.085884,55.182005,112420.61+551055.2,171.085876464844,55.1820068359375,1.96829998493195,10.0,1.0,1,-26.7284440790137,0.0,1.0,3.2214810812707,-27.0025881642144,32.4073671545887,46.0004522346737,46.245957372098,0.0168397513122698,171.08587611,55.18200694,112420.61+551055.2,171.085876,55.182007,1013,52707,523,1.9683,DR7Q,DR12,0.01795116653140469,171.0858,55.1821,15.6,0.1,17.1,0.1,0.37778399561648246
2867,SDSSJ142441.24+464847.1,216.17185,46.813096,142441.24+464847.1,216.171844482422,46.8130950927734,1.7771999835968,1.34224899E8,1.0,1,-27.0039719179,0.0,0.0,0.0,-26.8671951888516,-1.0,46.0831803101794,46.2143769246254,0.0139808737790384,216.17184389,46.813095,142441.24+464847.1,216.171844,46.813095,1287,52728,567,1.7772,DR7Q,DR12,0.015214657497801933,,,,,,,
2870,SDSSJ143438.53+455307.5,218.660559,45.885432,143438.53+455307.5,218.660552978516,45.885433197021506,1.84360003471375,2.0,1.0,1,-27.2352758451375,0.0,0.0,0.0,-26.8205166501913,-1.0,46.1648485012126,46.2900160802191,0.0156927636947444,218.66055,45.88541611,143438.53+455307.4,218.66055,45.885416,6736,56366,485,1.874,VI,DR12,0.0618580637658227,,,,,,,
8404,SDSSJ132149.12+524548.9,200.454682,52.763585,132149.12+524548.9,200.454681396484,52.7635841369629,1.87650001049042,1048579.0,1.0,1,-26.4205504107575,0.0,0.0,0.0,-27.0148070053224,-1.0,45.9664317222496,46.1244720947222,0.0033736382251556,200.45468111,52.76358389,132149.12+524548.9,200.454681,52.763584,1041,52724,299,1.8765,DR7Q,DR12,0.004207770728741752,200.4543,52.7636,0.4,0.1,0.5,0.1,0.8339120527002409
2951,SDSSJ113645.97+560349.4,174.191554,56.063732,113645.97+560349.4,174.191558837891,56.0637321472168,1.93970000743866,1048579.0,1.0,1,-28.2309970496524,0.0,0.0,0.0,-26.4883347742568,-1.0,46.5522738687775,46.6294697863032,0.0097374971948556,174.19155889,56.06373194,113645.97+560349.4,174.191559,56.063732,1309,52762,19,1.9397,DR7Q,DR12,0.010048867089831963,,,,,,,
2955,SDSSJ112751.60+561725.8,171.965028,56.290522,112751.60+561725.8,171.965026855469,56.290523529052706,1.88390004634857,1048578.0,1.0,1,-26.9682227345912,0.0,0.0,0.0,-26.9399343177214,-1.0,46.0552011150035,46.2530691028084,0.0059606630040216,171.96502694,56.29052389,112751.60+561725.8,171.965027,56.290524,1310,53033,290,1.8839,DR7Q,DR12,0.007472064324141193,,,,,,,
2956,SDSSJ112645.52+560048.9,171.689682,56.013584,112645.52+560048.9,171.689682006836,56.0135841369629,1.86660003662109,1048578.0,1.0,1,-26.4935479374501,0.0,0.0,0.0,-27.1337233021632,-1.0,45.8203944490374,46.0390960262822,4.93258272904614E-4,171.68968194,56.01358389,112645.52+560048.9,171.689682,56.013584,1310,53033,295,1.8666,DR7Q,DR12,0.0,,,,,,,
2961,SDSSJ114709.38+561504.2,176.789111,56.25119,114709.38+561504.2,176.789108276367,56.251190185546896,1.7940000295639,3.0,1.0,1,-27.0169610162616,0.0,0.0,0.0,-26.8717179531992,-1.0,46.0648752360716,46.2649671636862,0.0054880422757201,176.78910806,56.25119,114709.38+561504.2,176.789108,56.25119,1312,52781,246,1.794,DR7Q,DR12,0.005999971981440694,,,,,,,
2971,SDSSJ125929.93+560525.7,194.874718,56.090499,125929.93+560525.7,194.874725341797,56.0904998779297,1.67540001869202,3.0,1.0,1,-26.5645909444092,0.0,0.0,0.0,-26.9876608333639,-1.0,45.90509845335,45.9962910779236,0.0150800229610111,194.874725,56.0905,125929.93+560525.7,194.874725,56.0905,1318,52781,203,1.6754,DR7Q,DR12,0.014512253266163823,,,,,,,
2972,SDSSJ125905.73+562424.3,194.773916,56.406775,125905.73+562424.3,194.773910522461,56.406776428222706,1.67190003395081,1048579.0,1.0,1,-26.8356945378473,0.0,0.0,0.0,-26.9022558573188,-1.0,46.001057900444,46.1789355089967,0.0120612717939076,194.77391111,56.40677611,125905.73+562424.3,194.773911,56.406776,1318,52781,258,1.6719,DR7Q,DR12,0.010589955462662927,,,,,,,
2220,SDSSJ113653.01+482812.8,174.220914,48.470234,113653.01+482812.8,174.220916748047,48.4702339172363,1.65489995479584,3.0,1.0,1,-26.4289357328793,0.0,0.0,0.0,-27.0296798760829,-1.0,45.8906245597623,45.8204615002399,0.0065658915476332,174.22091694,48.47023389,113653.02+482812.8,174.220917,48.470234,967,52636,281,1.6549,DR7Q,DR12,0.007160497732308677,174.2212,48.4704,1.1,0.1,1.5,0.1,0.9234260476182805
2976,SDSSJ133228.21+561424.8,203.117544,56.240239,133228.21+561424.8,203.117538452148,56.240238189697294,1.8614000082016,1048579.0,1.0,1,-27.4448245124115,0.0,0.0,0.0,-26.7216502209883,-1.0,46.2531737064353,46.4954376702077,0.0114757717450118,203.11753806,56.24023806,133228.20+561424.8,203.117538,56.240238,1320,52759,71,1.8614,DR7Q,DR12,0.012531602157472342,,,,,,,
2977,SDSSJ132507.42+562204.2,201.280939,56.367835,132507.42+562204.2,201.280944824219,56.3678359985352,1.82879996299744,1048579.0,1.0,1,-28.0709230810983,0.0,0.0,0.0,-26.4728253843997,-1.0,46.50741708785289,46.6419046127077,0.0121565096172885,201.280945,56.36783611,132507.42+562204.2,201.280945,56.367836,1320,52759,153,1.8288,DR7Q,DR12,0.012493273041393393,,,,,,,
2979,SDSSJ132152.62+560058.0,200.469271,56.016127,132152.62+560058.0,200.469268798828,56.0161285400391,1.99979996681213,2.0,1.0,1,-27.5935974340777,0.0,0.0,0.0,-26.6640621594787,-1.0,46.372226026579696,46.5303548668144,0.0070962207637823,200.46926889,56.01612889,132152.62+560058.0,200.469269,56.016129,1320,52759,194,1.9998,DR7Q,DR12,0.008248434319100913,,,,,,,
2984,SDSSJ134715.93+562205.5,206.816404,56.368217,134715.93+562205.5,206.81640625,56.3682174682617,1.81439995765686,1048578.0,1.0,1,-27.4169352955081,0.0,0.0,0.0,-26.6825572354144,-1.0,46.2530023439932,46.5337177975882,0.0047924770533968,206.81640611,56.36821694,134715.93+562205.5,206.816406,56.368217,1322,52791,536,1.8144,DR7Q,DR12,0.0039877451684807415,,,,,,,
2985,SDSSJ135851.73+540805.3,209.715567,54.134811,135851.73+540805.3,209.715560913086,54.1348114013672,2.06960010528564,2.0,1.0,1,-27.9202750124825,0.0,0.0,0.0,-26.6438977832369,-1.0,46.3887643152609,46.6203194367405,0.0129193816532831,209.71556111,54.13481111,135851.73+540805.3,209.715561,54.134811,1323,52797,91,2.0696,DR7Q,DR12,0.012655009980069343,,,,,,,
2987,SDSSJ134636.09+544413.4,206.650392,54.737065,134636.09+544413.4,206.650390625,54.7370643615723,1.93949997425079,2.0,1.0,1,-26.9686997005352,0.0,0.0,0.0,-26.9735061161589,-1.0,46.0452516037626,46.2103388753175,0.0036673259903573,206.65039111,54.73706389,134636.09+544413.4,206.650391,54.737064,1323,52797,320,1.9395,DR7Q,DR12,0.004156884653532116,,,,,,,
2988,SDSSJ140034.04+554404.8,210.141855,55.734673,140034.04+554404.8,210.141860961914,55.7346725463867,1.6797000169754,3.0,1.0,1,-26.591181109913,0.0,0.0,0.0,-26.9620724819614,-1.0,45.9794859001533,46.0262906385993,0.0121940061155813,210.14186111,55.73467306,140034.04+554404.8,210.141861,55.734673,1323,52797,544,1.6797,DR7Q,DR12,0.012161362204948345,,,,,,,
2992,SDSSJ141151.97+550948.7,212.966568,55.163541,141151.97+550948.7,212.966567993164,55.1635398864746,1.88839995861053,11.0,1.0,1,-27.044172481205,1.0,2.0,38.8342992874676,-26.9301440622737,330.643154422631,46.0877774644905,46.20565557098,0.004008716064692,212.96657111,55.16354194,141151.97+550948.7,212.966571,55.163542,6797,56426,734,1.897,VI,DR12,0.0071428887533360455,,,,,,,
2993,SDSSJ141019.58+553437.5,212.581611,55.577084,141019.58+553437.5,212.581604003906,55.5770835876465,1.84329998493195,1048579.0,1.0,1,-27.0942316699694,0.0,0.0,0.0,-26.8337993169924,-1.0,46.1436514569446,46.2265782111405,0.0143147141616142,212.58160389,55.57708389,141019.58+553437.5,212.581604,55.577084,1324,53088,605,1.8433,DR7Q,DR12,0.014245483656988092,,,,,,,
2994,SDSSJ141423.50+551542.8,213.597923,55.261903,141423.50+551542.8,213.597915649414,55.2619018554688,1.81459999084473,1048579.0,1.0,1,-26.3457712032698,0.0,0.0,0.0,-27.0773397591734,-1.0,45.8793339935384,46.0508202844521,0.0156316081367018,213.59791611,55.26190194,141423.49+551542.8,213.597916,55.261902,1324,53088,621,1.8146,DR7Q,DR12,0.014804006027806764,,,,,,,
2995,SDSSJ141215.24+534312.1,213.063536,53.720044,141215.24+534312.1,213.063537597656,53.7200431823731,1.79100000858307,1048578.0,1.0,1,-27.0231529677513,0.0,0.0,0.0,-26.8527885272429,-1.0,46.0740062338731,46.3229710763085,0.0044996586679069,213.06353194,53.72004389,141215.24+534312.1,213.063532,53.720044,7339,56799,681,1.81,VI,DR12,0.008520929282945372,,,,,,,
2996,SDSSJ140846.45+552335.8,212.193571,55.393287,140846.45+552335.8,212.193572998047,55.3932876586914,2.02160000801086,2.0,1.0,1,-28.5362481170801,0.0,0.0,0.0,-26.322801324585,-1.0,46.7341433823474,46.76934177761591,0.0047235234997446,212.19357306,55.39328806,140846.45+552335.8,212.193573,55.393288,1325,52762,374,2.0216,DR7Q,DR12,0.005448055151456836,,,,,,,
2997,SDSSJ141053.02+551226.9,212.720938,55.207475,141053.02+551226.9,212.720932006836,55.2074737548828,2.02609992027283,2.0,1.0,1,-27.0457529388562,0.0,0.0,0.0,-26.9309070167508,-1.0,46.0881703437847,46.253671134123294,0.013101687926693,212.72093194,55.20747389,141053.02+551226.9,212.720932,55.207474,1325,52762,406,2.0261,DR7Q,DR12,0.012840096055246244,,,,,,,
2998,SDSSJ142213.22+541345.7,215.555112,54.229369,142213.22+541345.7,215.555114746094,54.2293701171875,1.65470004081726,1048578.0,1.0,1,-27.4473099777868,1.0,0.0,0.0,-26.6140393338359,-1.0,46.2680877509363,46.2796071563535,0.0070405513136838,215.555115,54.22937,142213.22+541345.7,215.555115,54.22937,1325,52762,624,1.6547,DR7Q,DR12,0.007267367156621544,,,,,,,
2999,SDSSJ142408.10+520622.8,216.033778,52.106344,142408.10+520622.8,216.033782958984,52.1063423156738,1.93630003929138,1048578.0,1.0,1,-26.7782654121431,0.0,0.0,0.0,-27.0142338431406,-1.0,46.0122222412649,46.1551672770412,0.0125297775524932,216.03378,52.10634306,142408.10+520622.8,216.03378,52.106343,7031,56449,331,1.942,VI,DR12,0.005702286226797849,,,,,,,
3000,SDSSJ142106.86+533745.2,215.278619,53.629228,142106.86+533745.2,215.278625488281,53.6292266845703,1.85769999027252,3.0,1.0,1,-29.0377255339553,0.0,0.0,0.0,-26.086151277884,-1.0,46.9017561593563,47.0352365392811,0.0146385104970571,215.27861806,53.62923,142106.86+533745.2,215.278618,53.62923,7338,56717,851,1.862,VI,DR12,0.007509826707785297,,,,,,,
3002,SDSSJ142554.24+532752.5,216.476033,53.4646,142554.24+532752.5,216.476028442383,53.464599609375,1.82270002365112,1048579.0,1.0,1,-26.9402295664865,0.0,0.0,0.0,-26.9379469121403,-1.0,46.050557372515904,46.136447511513104,0.0098683652955463,216.47603611,53.46460306,142554.24+532752.5,216.476036,53.464603,7029,56455,967,1.823,VI,DR12,0.01256892232913283,,,,,,,
3003,SDSSJ142723.96+533858.7,216.849868,53.64966,142723.96+533858.7,216.849868774414,53.649658203125,1.96019995212555,1048579.0,1.0,1,-26.8432325917705,0.0,0.0,0.0,-27.018578882041,-1.0,46.004129674438,46.252354432679,0.006676472815363,216.84986806,53.64965306,142723.96+533858.7,216.849868,53.649653,7031,56449,759,1.963,VI,DR12,0.025199999985140917,,,,,,,
3004,SDSSJ143635.68+514336.3,219.148694,51.726758,143635.68+514336.3,219.148696899414,51.7267570495606,2.01449990272522,1048578.0,1.0,1,-27.1731804966819,0.0,0.0,0.0,-26.8861801105349,-1.0,46.1446046632418,46.3413137326232,0.0073149229634107,219.14869694,51.72675694,143635.68+514336.3,219.148697,51.726757,1327,52781,164,2.0145,DR7Q,DR12,0.007596807158990337,,,,,,,
3005,SDSSJ143231.76+515129.9,218.132367,51.858314,143231.76+515129.9,218.132369995117,51.8583145141602,1.8753000497818,1048579.0,1.0,1,-26.8103433899097,0.0,0.0,0.0,-27.0188404865118,-1.0,45.9776428961503,46.1154481239945,0.0069117696820113,218.13236806,51.85831306,143231.76+515129.9,218.132368,51.858313,7032,56471,50,1.87,VI,DR12,0.004231248295482264,,,,,,,
3006,SDSSJ144510.01+524538.7,221.29171,52.760759,144510.01+524538.7,221.291717529297,52.7607574462891,1.64300000667572,1048578.0,1.0,1,-27.2345651472609,0.0,0.0,0.0,-26.6942325650681,-1.0,46.169890118321,46.376083753965695,0.017330178363816,221.29171806,52.76075694,144510.01+524538.7,221.291718,52.760757,1327,52781,622,1.643,DR7Q,DR12,0.018856851153009713,,,,,,,
3007,SDSSJ144915.99+503652.5,222.316656,50.614606,144915.99+503652.5,222.316650390625,50.6146049499512,1.93540000915527,1048578.0,1.0,1,-27.4091791751552,0.0,0.0,0.0,-26.7715321042795,-1.0,46.2676253916166,46.3531788558322,0.0133595792545399,222.31665,50.614605,144915.99+503652.5,222.31665,50.614605,1328,52786,183,1.9354,DR7Q,DR12,0.014170827329126754,,,,,,,
3008,SDSSJ144707.40+520340.1,221.780857,52.061148,144707.40+520340.1,221.780853271484,52.061149597168,2.06520009040833,3.0,1.0,1,-28.343685029457,1.0,2.0,33.1326906127393,-26.4744087343944,98.7791852156044,46.5897468650308,46.5571885604026,0.0100580478441482,221.78086611,52.06114389,144707.40+520340.1,221.780866,52.061144,6719,56390,424,2.051,VI,DR12,0.0245799369741049,,,,,,,
3009,SDSSJ145350.68+520409.9,223.461187,52.069422,145350.68+520409.9,223.461181640625,52.0694236755371,1.98010003566742,1048578.0,1.0,1,-27.1337041399417,0.0,0.0,0.0,-26.9866858709436,-1.0,46.0337952195085,46.179689314310096,0.0133057710416515,223.46118194,52.06942389,145350.68+520409.9,223.461182,52.069424,1328,52786,567,1.9801,DR7Q,DR12,0.013201054929665236,,,,,,,
3010,SDSSJ150320.63+490536.4,225.835972,49.093456,150320.63+490536.4,225.835968017578,49.0934562683106,1.78429996967316,3.0,1.0,1,-26.7516144361465,0.0,0.0,0.0,-26.9023960766365,-1.0,46.0369793815492,46.2372578863353,0.0094376322689685,225.83596806,49.09345611,150320.63+490536.4,225.835968,49.093456,1329,52767,55,1.7843,DR7Q,DR12,0.009429510775395401,,,,,,,
3011,SDSSJ150144.84+484336.5,225.436835,48.726831,150144.84+484336.5,225.436828613281,48.7268295288086,1.95759999752045,2.0,1.0,1,-27.0484280477039,0.0,0.0,0.0,-26.9424259835665,-1.0,46.0642200436686,46.20142117535929,0.0160649385814323,225.43682889,48.72683,150144.83+484336.5,225.436829,48.72683,1329,52767,128,1.9576,DR7Q,DR12,0.014696187089602263,,,,,,,
3012,SDSSJ145844.83+492439.7,224.686796,49.411041,145844.83+492439.7,224.686798095703,49.4110412597656,1.71340000629425,1048579.0,1.0,1,-26.3668328646258,0.0,0.0,0.0,-27.0860638285382,-1.0,45.8009171101061,46.0845468273725,0.0049969671494778,224.68679806,49.41104111,145844.83+492439.7,224.686798,49.411041,1329,52767,245,1.7134,DR7Q,DR12,0.0046845208426086,,,,,,,
2401,SDSSJ122438.41+552514.5,186.160049,55.420707,122438.41+552514.5,186.160049438477,55.4207077026367,1.87880003452301,3.0,1.0,1,-28.2808487971067,0.0,0.0,0.0,-26.4184850806171,-1.0,46.5451383665909,46.7240687158709,0.0026834553762146,186.16006306,55.420705,122438.41+552514.5,186.160063,55.420705,6833,56413,278,1.91,VI,DR12,0.029496571267525112,186.1601,55.4207,0.9,0.1,0.8,0.1,0.0976618150773401
3172,SDSSJ120831.69+460110.8,182.132046,46.019671,120831.69+460110.8,182.132049560547,46.0196723937988,1.96029996871948,2.0,1.0,1,-26.6418588512003,0.0,0.0,0.0,-27.0588915963868,-1.0,45.9691551293868,46.1383932421369,0.0102178205572182,182.13205111,46.019685,120831.69+460110.8,182.132051,46.019685,6641,56383,818,1.968,VI,DR12,0.05192682420062759,,,,,,,
3407,SDSSJ105521.98+463303.7,163.841619,46.551034,105521.98+463303.7,163.841613769531,46.5510330200195,1.75520002841949,1048578.0,1.0,1,-27.4972868241123,0.0,0.0,0.0,-26.6319012754079,-1.0,46.2736038842323,46.62768692559769,0.0134213059067832,163.84161389,46.55103306,105521.98+463303.7,163.841614,46.551033,1436,53054,378,1.7552,DR7Q,DR12,0.012891601774185519,,,,,,,
3417,SDSSJ110939.35+464349.7,167.413985,46.730474,110939.35+464349.7,167.413986206055,46.730472564697294,1.89310002326965,2.0,1.0,1,-27.7034991305905,0.0,0.0,0.0,-26.5982914660451,-1.0,46.3835495621997,46.5948871114632,0.0059628358404455,167.413995,46.73045306,110939.35+464349.6,167.413995,46.730453,6649,56364,826,1.906,VI,DR12,0.07952510070340436,,,,,,,
3427,SDSSJ112020.41+474252.7,170.08507,47.714658,112020.41+474252.7,170.085067749023,47.714656829834,1.65439999103546,2.0,1.0,1,-26.2678195642685,0.0,0.0,0.0,-27.0035838811652,-1.0,45.8879337690226,46.1683620139201,0.0068900532668107,170.08506806,47.71465694,112020.41+474252.7,170.085068,47.714657,1441,53083,404,1.6544,DR7Q,DR12,0.0060355206426168095,,,,,,,
