name,redshift_1,RAx,DECx,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLG
SDSSJ113148.44+383811.6,2.109609,172.95183333333333,38.636555555555546,3,1,1
SDSSJ113212.42+381432.8,2.288853,173.05175000000003,38.24244444444444,,,
SDSSJ113527.25+385744.1,1.956328,173.86354166666666,38.96225,2,1,1
SDSSJ113555.72+390050.2,2.364146,173.98216666666661,39.01394444444443,1048579,1,1
SDSSJ121255.39+364257.8,2.163021,183.23079166666668,36.716055555555556,1048578,1,1
SDSSJ120515.78+364728.1,2.223588,181.31574999999998,36.791138888888874,,,
SDSSJ120336.72+373621.3,2.241665,180.903,37.60591666666667,,,
SDSSJ121347.74+373726.8,1.800014,183.44891666666663,37.62411111111111,1048579,1,1
SDSSJ120024.87+354102.3,2.213378,180.103625,35.68397222222221,,,
SDSSJ120051.52+350831.6,1.710645,180.21466666666663,35.142111111111106,11,1,1
SDSSJ115658.78+350624.6,2.257037,179.24491666666668,35.106833333333334,3,1,1
SDSSJ115055.70+354814.1,2.280368,177.73208333333332,35.803916666666666,2,1,1
SDSSJ115248.50+361110.1,1.767185,178.20208333333335,36.18613888888889,3,1,1
SDSSJ111647.57+410134.7,2.230168,169.19820833333333,41.02630555555554,1048587,1,1
SDSSJ111753.33+412016.3,2.21503,169.47220833333333,41.337861111111096,36708352,0,0
SDSSJ120020.42+374924.7,1.840251,180.08508333333327,37.82352777777778,,,
SDSSJ115738.73+363058.5,1.965804,179.41137500000002,36.51625,2,1,1
SDSSJ115639.96+372247.3,2.178633,179.16649999999996,37.37980555555554,,,
SDSSJ115513.64+370319.2,2.259072,178.80683333333332,37.05533333333333,3,1,1
SDSSJ115444.01+362621.9,2.250088,178.683375,36.43941666666665,,,
SDSSJ115329.38+375416.8,2.299765,178.37241666666662,37.904666666666664,,,
SDSSJ115101.05+372807.5,2.310443,177.754375,37.46875000000001,,,
SDSSJ115557.83+380318.8,2.273427,178.9909583333333,38.05522222222221,1048578,1,1
SDSSJ115938.86+381951.3,2.244558,179.91191666666663,38.33091666666667,2,1,1
SDSSJ114350.30+362911.3,2.346243,175.9595833333333,36.48647222222222,2,1,1
SDSSJ114248.79+370740.3,2.101939,175.70329166666664,37.127861111111095,,,
SDSSJ113803.12+370403.1,1.826521,174.513,37.06752777777778,8,1,0
SDSSJ114328.31+373250.0,2.240059,175.86795833333332,37.54722222222223,3,1,1
SDSSJ114722.09+373720.7,2.209232,176.84204166666663,37.62241666666666,35651584,0,0
SDSSJ114829.04+374457.4,1.760173,177.121,37.749277777777785,1048578,1,1
SDSSJ115117.51+374643.9,2.270556,177.82295833333333,37.77886111111112,,,
SDSSJ114533.75+385647.1,2.284024,176.390625,38.94641666666667,1048579,1,1
SDSSJ114503.28+393226.7,2.27985,176.26366666666667,39.540749999999996,,,
SDSSJ113943.32+385621.2,1.934807,174.93049999999997,38.93922222222222,1048578,1,1
SDSSJ114022.37+394417.5,2.392473,175.09320833333334,39.73819444444444,,,
SDSSJ114646.28+394823.6,2.288923,176.69283333333337,39.80655555555553,,,
SDSSJ114926.36+402918.4,1.695025,177.35983333333334,40.48844444444445,1048578,1,1
SDSSJ114002.41+401914.2,2.383372,175.01004166666664,40.320611111111106,1048578,1,1
SDSSJ112754.43+395211.6,1.658313,171.97679166666663,39.869888888888894,,,
SDSSJ112839.66+393740.6,2.376804,172.16525000000004,39.62794444444444,,,
SDSSJ112748.48+403144.7,1.686815,171.95199999999997,40.52908333333334,10,1,1
SDSSJ113143.93+405658.4,1.786954,172.93304166666667,40.94955555555554,1048579,1,1
SDSSJ113332.14+412019.7,2.3885,173.3839166666667,41.338805555555545,,,
SDSSJ113610.16+404533.1,1.596998,174.04233333333332,40.75919444444443,,,
SDSSJ020027.96+113238.1,2.238847,30.1165,11.54391666666666,,,
SDSSJ015552.56+105057.6,2.244478,28.96900000000001,10.849333333333337,,,
SDSSJ015743.93+121332.5,1.937893,29.433041666666654,12.225694444444441,,,
SDSSJ015937.75+120433.1,2.413842,29.907291666666666,12.075861111111108,,,
SDSSJ015305.95+131538.6,1.624587,28.27479166666667,13.260722222222222,,,
SDSSJ015210.23+140718.7,2.325575,28.04262500000001,14.121861111111109,4,0,1
SDSSJ015351.03+151414.6,2.257787,28.462624999999996,15.237388888888885,,,
SDSSJ014705.40+133210.0,1.595956,26.7725,13.53611111111111,4,0,1
SDSSJ014457.95+142204.9,2.20459,26.24145833333334,14.368027777777778,,,
SDSSJ015347.04+115139.8,2.340867,28.445999999999998,11.861055555555556,,,
SDSSJ014855.84+111403.4,1.586126,27.232666666666663,11.234277777777773,,,
SDSSJ014926.75+121812.5,2.24358,27.361458333333335,12.303472222222226,,,
SDSSJ014916.55+125033.3,2.060205,27.318958333333335,12.842583333333337,,,
SDSSJ015028.70+123410.0,1.674971,27.61958333333333,12.569444444444441,,,
SDSSJ015158.65+124846.7,2.233327,27.994374999999998,12.812972222222221,,,
SDSSJ015444.20+130047.6,2.293665,28.684166666666673,13.013222222222224,1048580,0,1
SDSSJ010118.51+142647.6,2.380672,15.327124999999995,14.446555555555557,1,0,1
SDSSJ010212.01+133539.1,2.178505,15.550041666666665,13.594194444444442,,,
SDSSJ010255.49+140149.3,2.243567,15.73120833333334,14.030361111111114,,,
SDSSJ013652.52+122501.5,2.400046,24.21883333333334,12.417083333333336,,,
SDSSJ013136.44+130331.0,1.59611,22.901833333333332,13.058611111111116,4,0,1
SDSSJ014445.07+130816.3,2.255523,26.187791666666673,13.13786111111111,4,0,1
SDSSJ010615.93+101043.0,2.349198,16.566375000000008,10.178611111111111,,,
SDSSJ010447.39+101031.6,2.379612,16.197458333333334,10.175444444444443,,,
SDSSJ010403.25+103554.9,2.258734,16.01354166666666,10.59858333333333,,,
SDSSJ010517.92+115032.2,2.226487,16.324666666666666,11.84227777777778,,,
SDSSJ011608.40+125346.0,2.24726,19.035,12.896111111111107,,,
SDSSJ011325.26+124239.9,2.140196,18.35524999999999,12.711083333333331,,,
SDSSJ011125.37+122204.3,2.36166,17.855708333333336,12.367861111111111,,,
SDSSJ010823.77+141450.0,2.258155,17.099041666666672,14.247222222222216,1056772,0,1
SDSSJ010830.08+132649.8,2.328788,17.125333333333334,13.447166666666664,,,
SDSSJ011144.06+140401.6,2.003513,17.933583333333335,14.067111111111107,,,
SDSSJ011605.96+133402.1,2.009449,19.02483333333334,13.567249999999998,1179652,0,1
SDSSJ012640.95+135647.8,2.265183,21.670624999999994,13.946611111111114,,,
SDSSJ012835.79+141601.1,1.87915,22.149124999999998,14.266972222222224,4,0,1
SDSSJ013441.77+112855.0,2.277577,23.674041666666664,11.48194444444444,,,
SDSSJ011515.84+110651.1,2.281895,18.815999999999995,11.114194444444447,,,
SDSSJ011504.43+113524.3,2.165799,18.768458333333335,11.59008333333333,,,
SDSSJ011342.58+101040.8,2.189612,18.42741666666667,10.178,,,
SDSSJ011718.20+123341.5,1.557772,19.325833333333332,12.56152777777778,,,
SDSSJ011642.91+131228.3,2.205794,19.178791666666662,13.207861111111106,,,
SDSSJ011540.68+135709.1,1.767002,18.919500000000003,13.952527777777782,4,0,1
SDSSJ011535.43+132418.3,1.59442,18.897624999999994,13.405083333333335,,,
SDSSJ011909.07+141115.0,2.203844,19.78779166666666,14.1875,34603008,0,0
SDSSJ012310.64+104818.6,2.244272,20.79433333333333,10.805166666666668,,,
SDSSJ012239.26+124709.4,2.221626,20.663583333333325,12.785944444444441,,,
SDSSJ012654.82+115435.0,2.195193,21.728416666666664,11.909722222222218,,,
SDSSJ083810.84+430555.7,2.11994,129.5451666666667,43.09880555555555,1048579,1,1
SDSSJ083548.63+432247.9,2.358855,128.952625,43.379972222222214,,,
SDSSJ083424.11+425051.7,1.609724,128.60045833333336,42.84769444444445,,,
SDSSJ083327.80+432315.8,2.267275,128.3658333333333,43.38772222222222,2,1,1
SDSSJ083405.02+440926.9,2.162514,128.52091666666666,44.157472222222225,,,
SDSSJ083530.94+434013.6,2.051287,128.87891666666667,43.67044444444445,,,
SDSSJ084923.24+445250.3,2.18862,132.34683333333336,44.880638888888896,,,
SDSSJ084922.74+443131.5,2.308651,132.34475,44.525416666666665,3,1,1
SDSSJ085128.21+445115.2,1.988515,132.86754166666668,44.854222222222205,3,1,1
SDSSJ085212.48+441020.6,2.203888,133.05200000000005,44.17238888888888,1048579,1,1
SDSSJ085153.94+450708.8,1.760657,132.97474999999997,45.1191111111111,3,1,1
SDSSJ111328.42+435412.8,1.784384,168.36841666666666,43.903555555555556,1048578,1,1
SDSSJ112429.94+424346.9,2.289703,171.12475,42.72969444444445,1,1,1
SDSSJ111631.42+435634.1,1.511882,169.13091666666665,43.94280555555556,,,
SDSSJ111818.08+431038.3,2.204374,169.57533333333336,43.177305555555556,,,
SDSSJ112104.93+432141.6,2.027962,170.27054166666665,43.361555555555555,1048579,1,1
SDSSJ112055.79+431412.5,2.398212,170.23245833333328,43.23680555555555,2,1,1
SDSSJ112413.15+430639.0,2.372253,171.0547916666667,43.11083333333334,,,
SDSSJ112726.10+430105.6,1.929206,171.85875000000004,43.01822222222221,1048578,1,1
SDSSJ091916.42+444050.5,2.328205,139.81841666666665,44.680694444444434,2,1,1
SDSSJ091448.06+441045.9,2.361026,138.70025,44.17941666666665,,,
SDSSJ091241.29+435940.8,1.729868,138.17204166666667,43.994666666666674,,,
SDSSJ090809.13+444138.8,1.731056,137.0380416666667,44.69411111111111,2,1,1
SDSSJ090822.49+450014.3,2.29129,137.09370833333332,45.003972222222224,,,
SDSSJ091000.31+450940.1,1.987808,137.50129166666665,45.16113888888888,2097163,1,1
SDSSJ091159.36+442526.8,2.168536,137.99733333333333,44.4241111111111,1048578,1,1
SDSSJ091314.64+442700.5,2.349965,138.311,44.45013888888889,2,1,1
SDSSJ092058.45+444154.0,2.19408,140.24354166666666,44.69833333333333,7691,1,1
SDSSJ090140.67+441402.8,2.350334,135.41945833333332,44.234111111111105,3,1,1
SDSSJ090714.79+450745.1,1.70748,136.811625,45.12919444444444,1048579,1,1
SDSSJ110123.38+435021.9,2.211985,165.34741666666667,43.83941666666667,,,
SDSSJ110048.66+440711.2,2.267673,165.20274999999998,44.11977777777778,,,
SDSSJ105845.38+431301.1,2.192633,164.68908333333334,43.21697222222222,,,
SDSSJ105722.77+430234.6,1.558822,164.344875,43.042944444444444,1048578,1,1
SDSSJ105848.98+445456.1,2.385523,164.70408333333333,44.915583333333316,2,1,1
SDSSJ110038.71+450626.2,1.866348,165.16129166666667,45.10727777777776,1048579,1,1
SDSSJ105137.61+435527.0,2.229851,162.90670833333334,43.92416666666667,2,1,1
SDSSJ104545.10+425051.8,2.262665,161.4379166666667,42.84772222222221,1048578,1,1
SDSSJ104430.58+425540.4,1.696918,161.12741666666665,42.92788888888888,2,1,1
SDSSJ104330.09+441051.5,2.216929,160.87537500000002,44.1809722222222,3,1,1
SDSSJ104709.04+443200.5,2.189554,161.78766666666667,44.53347222222222,,,
SDSSJ103540.89+440457.9,2.244998,158.920375,44.08274999999998,,,
SDSSJ103320.01+440459.7,2.250183,158.333375,44.08325,,,
SDSSJ103006.95+432111.9,1.965616,157.52895833333332,43.35330555555556,2,1,1
SDSSJ103404.46+444442.6,2.303978,158.5185833333333,44.74516666666667,1,1,1
SDSSJ103527.40+445435.5,2.268515,158.86416666666668,44.909861111111105,2,1,1
SDSSJ102426.29+434731.3,2.352597,156.10954166666664,43.792027777777776,,,
SDSSJ102147.58+443533.9,2.369734,155.44825,44.592749999999995,,,
SDSSJ102116.46+435737.6,2.231933,155.31858333333332,43.960444444444434,1048578,1,1
SDSSJ101803.15+441825.2,1.971284,154.51312500000003,44.306999999999995,34603008,0,0
SDSSJ101847.32+445145.6,1.96625,154.69716666666667,44.86266666666666,3,1,1
SDSSJ102008.82+460151.8,1.774435,155.03674999999998,46.03105555555555,2,1,1
SDSSJ101942.93+450239.4,1.85715,154.92887499999998,45.044277777777786,2,1,1
SDSSJ102040.43+445635.1,2.334029,155.16845833333332,44.94308333333331,1048579,1,1
SDSSJ102120.59+453409.7,2.162045,155.33579166666667,45.569361111111114,,,
SDSSJ100412.02+440028.8,1.865654,151.0500833333333,44.008,1048579,1,1
SDSSJ100139.07+451336.7,2.190755,150.41279166666664,45.22686111111111,,,
SDSSJ100106.12+443300.0,2.245662,150.2755,44.550000000000004,34603008,0,0
SDSSJ095837.30+440548.8,2.378361,149.65541666666664,44.09688888888889,1048578,1,1
SDSSJ095309.76+445326.4,2.31303,148.29066666666665,44.89066666666666,,,
SDSSJ095100.70+440124.8,2.235331,147.75291666666664,44.02355555555556,3,1,1
SDSSJ095001.76+451323.2,1.541341,147.5073333333333,45.22311111111112,,,
SDSSJ095424.77+450521.0,1.98909,148.60320833333336,45.08916666666666,,,
SDSSJ095742.22+453740.6,2.244594,149.42591666666664,45.62794444444445,,,
SDSSJ094416.05+445030.6,2.245266,146.066875,44.841833333333334,3,1,1
SDSSJ094207.29+450229.2,2.227682,145.53037500000002,45.04144444444444,,,
SDSSJ094017.63+445431.4,1.714657,145.07345833333338,44.90872222222221,1048578,1,1
SDSSJ093809.53+450420.5,1.54339,144.53970833333335,45.072361111111114,1048578,1,1
SDSSJ093845.79+452427.3,2.193704,144.69079166666666,45.40758333333335,,,
SDSSJ094220.02+451851.3,2.26925,145.58341666666666,45.31424999999999,1048578,1,1
SDSSJ094748.11+453820.1,2.262389,146.95045833333333,45.63891666666667,,,
SDSSJ092720.45+440214.5,2.332354,141.83520833333333,44.03736111111111,,,
SDSSJ092423.93+435513.6,1.777962,141.09970833333335,43.920444444444435,1048579,1,1
SDSSJ092153.24+442941.3,2.171987,140.47183333333334,44.49480555555555,,,
SDSSJ115807.33+391610.0,2.30958,179.53054166666664,39.26944444444445,,,
SDSSJ115602.84+390810.1,2.283472,179.01183333333336,39.13613888888889,2,1,1
SDSSJ115613.44+395647.9,1.971108,179.05599999999995,39.946638888888884,,,
SDSSJ115453.52+391033.3,2.390735,178.72299999999998,39.175916666666666,,,
SDSSJ115246.02+395949.2,2.371408,178.19175,39.997,2,1,1
SDSSJ115416.66+410354.1,2.171479,178.56941666666668,41.06502777777778,,,
SDSSJ115102.75+404416.6,1.705874,177.76145833333328,40.737944444444445,3,1,1
SDSSJ114250.30+410956.8,1.959813,175.70958333333334,41.165777777777784,2,1,1
SDSSJ113947.06+414351.1,2.223737,174.94608333333332,41.73086111111112,,,
SDSSJ114322.60+421747.1,2.274225,175.84416666666664,42.296416666666666,,,
SDSSJ113722.05+413955.5,2.302241,174.34187500000002,41.66541666666667,,,
SDSSJ113442.06+411329.8,1.675643,173.67525,41.22494444444444,2097163,1,1
SDSSJ112445.44+422619.6,2.16397,171.1893333333333,42.43877777777778,,,
SDSSJ113748.17+421749.8,2.259035,174.4507083333333,42.29716666666667,1048578,1,1
SDSSJ120933.93+391313.0,2.257789,182.39137499999998,39.22027777777779,0,0,0
SDSSJ120440.62+383646.4,2.37488,181.16924999999995,38.61288888888889,,,
SDSSJ120410.15+383540.8,2.268911,181.04229166666664,38.59466666666666,,,
SDSSJ120234.00+383620.3,2.264842,180.64166666666665,38.60563888888889,,,
SDSSJ120144.30+400944.1,2.244682,180.43458333333328,40.16225000000001,34603008,0,0
SDSSJ120326.18+402111.1,2.238536,180.8590833333333,40.35308333333332,,,
SDSSJ120631.88+394256.7,2.081627,181.6328333333333,39.715749999999986,,,
SDSSJ120710.11+402330.5,2.160906,181.792125,40.39180555555556,,,
SDSSJ120943.34+393642.6,2.349156,182.43058333333335,39.61183333333333,36700160,0,0
SDSSJ121814.81+372900.8,1.809124,184.5617083333333,37.483555555555554,3,1,1
SDSSJ121519.86+372931.1,2.323261,183.83274999999995,37.49197222222222,3,1,1
SDSSJ121144.38+374720.7,2.303804,182.93491666666662,37.789083333333345,,,
SDSSJ121103.43+381602.2,2.21986,182.76429166666665,38.267277777777764,,,
SDSSJ121117.34+381504.1,2.051147,182.82224999999997,38.25113888888888,2,1,1
SDSSJ121522.38+384833.7,2.361388,183.84324999999998,38.809361111111095,2,1,1
SDSSJ124144.21+405915.4,1.803214,190.43420833333332,40.987611111111114,3,1,1
SDSSJ124025.85+413553.1,2.271022,190.1077083333333,41.598083333333335,,,
SDSSJ123856.53+413900.7,2.390938,189.73554166666665,41.650194444444445,,,
SDSSJ123836.15+404520.2,2.018888,189.650625,40.75561111111111,,,
SDSSJ123444.61+405455.2,2.264913,188.685875,40.915333333333336,1048578,1,1
SDSSJ123707.38+421225.8,2.266194,189.28074999999993,42.20716666666667,,,
SDSSJ123743.44+421307.1,2.261473,189.43099999999998,42.21863888888889,,,
SDSSJ125503.39+411155.4,2.260791,193.76412499999998,41.1987222222222,,,
SDSSJ125030.92+405757.4,2.373243,192.6288333333333,40.96594444444443,,,
SDSSJ124903.86+411435.5,2.381441,192.26608333333328,41.24319444444444,,,
SDSSJ124756.63+420221.1,2.23958,191.98595833333331,42.03919444444445,3145739,1,1
SDSSJ125126.61+412239.8,2.282839,192.86087499999994,41.37772222222222,,,
SDSSJ130141.18+404139.3,2.365526,195.42158333333336,40.69425,,,
SDSSJ130031.81+410027.4,2.352964,195.1325416666667,41.00761111111112,,,
SDSSJ125859.53+402253.9,2.165903,194.74804166666667,40.38163888888889,,,
SDSSJ130112.93+421503.1,1.969175,195.30387499999998,42.250861111111114,,,
SDSSJ130233.41+424824.7,1.574499,195.63920833333333,42.80686111111112,,,
SDSSJ130425.55+421009.7,1.909928,196.1064583333333,42.16936111111111,2097163,1,1
SDSSJ123431.40+422348.9,1.70762,188.63083333333333,42.39691666666666,2,1,1
SDSSJ122225.19+424409.8,1.868422,185.60495833333331,42.736055555555545,1048579,1,1
SDSSJ122626.93+431731.4,2.302289,186.61220833333334,43.29205555555556,,,
SDSSJ122626.41+431240.5,2.148962,186.61004166666663,43.21124999999999,,,
SDSSJ123144.62+425823.4,1.827869,187.93591666666666,42.97316666666665,1048578,1,1
SDSSJ131458.61+401742.0,2.200153,198.7442083333333,40.295,,,
SDSSJ131221.20+391239.2,2.314511,198.0883333333333,39.21088888888889,0,0,0
SDSSJ130731.15+395221.0,2.058903,196.87979166666665,39.872499999999995,1048578,1,1
SDSSJ130910.91+410658.1,1.604844,197.29545833333333,41.116138888888884,1048578,1,1
SDSSJ130958.43+404504.3,1.821867,197.49345833333336,40.75119444444444,,,
SDSSJ131156.29+403859.3,2.355203,197.98454166666662,40.64980555555556,,,
SDSSJ131524.57+410914.2,1.575869,198.852375,41.153944444444434,1055747,1,1
SDSSJ132202.61+392859.5,1.512685,200.510875,39.48319444444444,,,
SDSSJ132014.96+395302.9,2.31993,200.06233333333333,39.884138888888884,,,
SDSSJ132101.20+400013.5,1.538202,200.255,40.00374999999999,1048578,1,1
SDSSJ131617.01+400647.5,2.148999,199.07087499999997,40.11319444444443,,,
SDSSJ131625.45+404227.2,2.312261,199.10604166666667,40.70755555555555,,,
SDSSJ131921.85+410804.0,2.123521,199.8410416666666,41.13444444444444,,,
SDSSJ132046.78+405101.0,2.27668,200.19491666666664,40.85027777777777,1048579,1,1
SDSSJ132657.45+405018.9,1.736566,201.739375,40.83858333333333,134224898,1,1
SDSSJ133828.47+395922.5,2.342428,204.61862499999995,39.989583333333336,2,1,1
SDSSJ133216.83+400655.3,1.890468,203.07012500000002,40.115361111111106,2,1,1
SDSSJ133211.21+392825.9,2.047814,203.04670833333327,39.473861111111106,1048579,1,1
SDSSJ133150.25+393417.7,1.999611,202.95937499999997,39.571583333333336,1048578,1,1
SDSSJ133206.22+410025.8,2.206072,203.02591666666663,41.00716666666666,,,
SDSSJ133534.90+410923.8,2.281014,203.89541666666665,41.15661111111111,,,
SDSSJ134136.72+405130.4,1.644505,205.40299999999996,40.858444444444444,3,1,1
SDSSJ134731.31+395750.0,2.395631,206.8804583333333,39.96388888888888,1,1,1
SDSSJ134332.32+393124.1,2.204258,205.8846666666667,39.5233611111111,,,
SDSSJ134412.15+405907.6,2.322599,206.05062499999997,40.98544444444444,,,
SDSSJ134544.01+402501.3,1.971059,206.43337499999998,40.41702777777777,,,
SDSSJ134655.02+403514.2,2.242103,206.72924999999992,40.58727777777778,134224898,1,1
SDSSJ134904.38+403008.2,2.19238,207.26824999999994,40.50227777777778,,,
SDSSJ140931.16+383812.6,1.841062,212.37983333333332,38.63683333333333,2,1,1
SDSSJ140355.15+373401.7,1.649647,210.97979166666664,37.56713888888888,7170,1,1
SDSSJ140159.99+373759.1,1.851129,210.4999583333333,37.63308333333334,1048579,1,1
SDSSJ140100.30+380140.2,2.07186,210.25124999999997,38.027833333333334,2,1,1
SDSSJ140108.59+381417.0,2.281517,210.28579166666663,38.23805555555554,1048578,1,1
SDSSJ140331.34+393759.9,2.156097,210.88058333333333,39.63330555555555,,,
SDSSJ140838.86+392319.8,2.222289,212.16191666666666,39.388833333333324,,,
SDSSJ140942.71+385236.5,2.39523,212.42795833333324,38.87680555555555,,,
SDSSJ140947.94+392910.8,2.250792,212.44975000000002,39.48633333333334,,,
SDSSJ142315.24+375220.0,1.822493,215.81349999999995,37.87222222222222,1048579,1,1
SDSSJ142132.01+375230.3,1.779632,215.38337499999997,37.87508333333333,1048579,1,1
SDSSJ141528.47+370621.2,2.384113,213.86862499999995,37.10588888888888,11,1,1
SDSSJ141252.22+381005.0,1.79639,213.21758333333332,38.16805555555554,,,
SDSSJ141712.82+384927.8,2.26104,214.30341666666664,38.82438888888888,,,
SDSSJ142343.19+372440.6,1.704276,215.9299583333333,37.41127777777777,1048579,1,1
SDSSJ142136.36+371128.8,2.015118,215.40149999999994,37.19133333333333,2,1,1
SDSSJ142259.77+380523.5,2.360235,215.74904166666667,38.089861111111105,2,1,1
SDSSJ142459.51+384246.2,2.21106,216.24795833333326,38.71283333333332,2,1,1
SDSSJ142521.20+381559.6,2.262622,216.33833333333334,38.266555555555556,,,
SDSSJ143624.01+362545.6,2.405526,219.10004166666667,36.42933333333333,,,
SDSSJ143511.13+360339.6,2.204026,218.79637500000004,36.061,1048578,1,1
SDSSJ142910.22+352946.8,2.223634,217.2925833333333,35.49633333333333,2097162,1,1
SDSSJ143127.10+373615.6,2.266348,217.86291666666665,37.60433333333333,,,
SDSSJ143117.93+364705.9,2.102354,217.8247083333333,36.78497222222221,2,1,1
SDSSJ145618.32+340037.2,2.312532,224.0763333333333,34.01033333333333,,,
SDSSJ145155.64+350252.7,2.287134,222.9818333333333,35.047972222222214,,,
SDSSJ152413.09+341953.7,2.375893,231.05454166666672,34.33158333333333,2,1,1
SDSSJ151948.49+343215.1,2.262199,229.95204166666662,34.53752777777779,1048579,1,1
SDSSJ151751.50+341749.8,2.247536,229.46458333333334,34.29716666666667,2,1,1
SDSSJ151302.03+344717.1,1.81528,228.25845833333338,34.788083333333326,3,1,1
SDSSJ151632.49+360223.6,2.222955,229.135375,36.03988888888889,1048578,1,1
SDSSJ151618.47+354839.3,2.326133,229.07695833333335,35.81091666666665,,,
SDSSJ152115.96+360616.2,2.278634,230.31649999999996,36.1045,1,1,1
SDSSJ151119.59+344813.1,2.397928,227.83162499999997,34.803638888888884,,,
SDSSJ150918.24+335848.8,2.374431,227.326,33.98022222222221,,,
SDSSJ150847.18+350903.3,2.334765,227.19658333333334,35.150916666666674,,,
SDSSJ150858.44+360543.0,2.120614,227.24349999999995,36.095277777777774,,,
SDSSJ151331.23+354828.9,2.34734,228.38012499999996,35.808027777777774,,,
SDSSJ151258.36+352533.2,2.237037,228.24316666666667,35.42588888888889,1048586,1,1
SDSSJ145024.81+351745.4,1.692184,222.60337499999997,35.295944444444444,,,
SDSSJ144836.62+345353.7,2.318045,222.15258333333324,34.89825,1048578,1,1
SDSSJ144706.29+350956.1,2.267209,221.77620833333336,35.16558333333333,3,1,1
SDSSJ144409.76+352317.2,2.362878,221.0406666666666,35.388111111111094,,,
SDSSJ144414.99+344830.3,2.274045,221.06245833333335,34.80841666666667,,,
SDSSJ144305.72+351017.0,2.332511,220.77383333333336,35.171388888888885,,,
SDSSJ144037.73+351949.0,2.08882,220.15720833333333,35.330277777777795,,,
SDSSJ144115.16+370043.9,2.288688,220.31316666666663,37.01219444444444,,,
SDSSJ144244.28+362647.7,2.283896,220.68449999999996,36.44658333333333,,,
SDSSJ144315.84+365944.9,2.289593,220.81599999999995,36.995805555555556,,,
SDSSJ152738.36+320305.6,2.256624,231.90983333333338,32.051555555555545,,,
SDSSJ152648.30+312844.2,1.536158,231.70125000000004,31.47894444444443,1048578,1,1
SDSSJ152633.29+315420.2,2.287696,231.63870833333326,31.90561111111111,,,
SDSSJ152623.07+322737.4,1.942586,231.59612499999994,32.46038888888888,3,1,1
SDSSJ152458.41+312448.0,2.21059,231.24337500000001,31.41333333333333,,,
SDSSJ152500.32+313723.8,2.34333,231.2513333333333,31.623277777777766,,,
SDSSJ152212.63+315540.9,1.926342,230.55262499999995,31.928027777777775,3,1,1
SDSSJ151928.24+331219.8,2.226766,229.86766666666662,33.205499999999994,2,1,1
SDSSJ152058.28+322725.5,2.220848,230.2428333333333,32.45708333333333,,,
SDSSJ152526.42+332217.4,2.204037,231.3600833333333,33.37149999999998,1048578,1,1
SDSSJ152918.02+324841.8,1.644982,232.3250833333333,32.81161111111111,2097163,1,1
SDSSJ151812.66+321343.1,2.287442,229.55274999999997,32.22863888888888,,,
SDSSJ151340.69+321332.8,1.819961,228.41954166666662,32.22577777777777,1048579,1,1
SDSSJ151134.51+330550.0,2.377652,227.8937916666667,33.09722222222221,2,1,1
SDSSJ150823.71+334700.7,2.206119,227.09879166666664,33.78352777777778,2097163,1,1
SDSSJ150917.22+341026.2,1.941511,227.32174999999998,34.173944444444444,3,1,1
SDSSJ151139.05+340339.4,1.684781,227.9127083333333,34.06094444444445,135273474,1,1
SDSSJ151114.83+331904.0,2.173431,227.81179166666666,33.31777777777778,,,
SDSSJ151451.68+331704.1,2.193156,228.7153333333333,33.28447222222223,,,
SDSSJ151754.64+332203.0,2.220634,229.47766666666655,33.3675,,,
SDSSJ152755.21+292101.3,2.343171,231.9800416666666,29.35036111111111,2,1,1
SDSSJ153147.95+294631.2,2.23405,232.94979166666658,29.775333333333332,,,
SDSSJ154340.97+295510.2,2.292702,235.92070833333332,29.919499999999996,2,1,1
SDSSJ154207.65+292538.7,2.193027,235.53187499999999,29.427416666666662,,,
SDSSJ154255.19+292347.0,2.108094,235.72995833333323,29.396388888888886,2,1,1
SDSSJ153443.71+301332.2,2.301461,233.68212499999996,30.225611111111117,,,
SDSSJ153503.43+311832.1,1.511284,233.76429166666662,31.30891666666667,2,1,1
SDSSJ153548.21+311720.9,1.819437,233.950875,31.289138888888893,2,1,1
SDSSJ153400.55+320607.8,2.263736,233.5022916666666,32.10216666666666,,,
SDSSJ153422.78+330046.6,2.087778,233.59491666666662,33.012944444444436,1048579,1,1
SDSSJ153536.46+324900.7,1.96023,233.90191666666666,32.816861111111095,1048578,1,1
SDSSJ154018.44+321235.5,2.268068,235.07683333333333,32.2098611111111,,,
SDSSJ160750.30+261153.5,1.537748,241.95958333333328,26.19819444444444,1048578,1,1
SDSSJ160617.25+253129.2,2.200627,241.57187499999995,25.52477777777778,1048578,1,1
SDSSJ160105.33+263726.9,2.009949,240.2722083333333,26.624138888888886,,,
SDSSJ160139.87+260306.8,2.22463,240.41612499999994,26.051888888888886,,,
SDSSJ160109.43+270229.8,2.155634,240.2892916666666,27.041611111111113,,,
SDSSJ160539.02+272405.6,2.336417,241.4125833333333,27.40155555555555,,,
SDSSJ161043.94+270727.5,2.21211,242.6830833333333,27.124305555555544,2,1,1
SDSSJ155851.77+271214.9,2.211424,239.71570833333337,27.20413888888887,0,0,0
SDSSJ155657.85+274906.5,2.33804,239.2410416666666,27.81847222222222,,,
SDSSJ155544.21+275056.2,2.22697,238.93420833333326,27.848944444444427,1048578,1,1
