RA_1,DEC_1,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD_1,MJDRMS,MJDSTART,MJDSTOP,_RAJ2000,_DEJ2000,SDSS,RAJ2000,DEJ2000,Plate,MJD_2,Fiber,z,r_z,DR12,col1,name,RA_2,Dec_2,Separation_2,CIV_blue,CIV_EW,good,z_paul,SDSS_NAME,Separation_Amy,Separation
166.47389452763494,53.34396524800176,0.014053002,39.23,40.196156,0.15310623,1.29,0.0,180.0,5.55,5.38,180.0,11060+53420M,1,0.14466435,18.396864,s,0,99.0,99.0,1997.3455,2450575.588583735,0.3913923962412016,2450574.61300926,2450576.61457176,166.47393806,53.34400194,110553.74+532038.4,166.473938,53.344002,1012,52649,315,1.7384,DR7Q,DR12,2385,110553.74+532038.4,166.473937,53.344003,0.0041927560143264,933.029670857997,34.27380535879471,true,1.73776,110553.74+532038.4,0.0041927560143264,0.1649253104722401
182.64581903020985,53.283016054943154,0.014053002,37.29,37.94439,0.1293534,1.2,0.0,167.5,5.53,5.36,167.5,12090+53003F,1,0.20901749,18.415543,s,0,99.0,99.0,1997.3453,2450575.5580576835,0.29959047993446575,2450574.660115741,2450575.6602430562,182.64572111,53.283005,121034.97+531658.8,182.645721,53.283005,883,52430,416,1.7913,DR7Q,DR12,1849,121034.97+531658.8,182.64571899999999,53.283003,0.008388664746927899,260.6188951037392,50.137869025574616,true,1.79189,121034.97+531658.8,0.00838866471882583,0.21616200784447756
192.17887797933673,53.24711999576015,0.014053002,7.97,7.474456,0.14004181,0.0,0.0,0.1,5.33,5.13,0.1,12480+53003F,1,0.06534344,18.393566,s,0,99.0,99.0,1997.3451,2450575.446674627,0.4285354796233694,2450574.69275463,2450575.6924652783,192.17890889,53.24710111,124842.93+531449.5,192.178909,53.247101,886,52381,373,1.6517,DR7Q,DR12,1863,124842.93+531449.5,192.178906,53.247102000000005,0.007397424095742281,943.5258039991111,55.356195370977275,true,1.654466,124842.93+531449.5,8.925956081860985E-4,0.09307119750760012
197.67954350664982,53.21101220071288,0.026718775,1.1,1.0482353,0.14056756,3.12,0.0,4.3,6.24,4.44,4.3,13120+53003F,1,0.8494405,17.56755,s,1,1.2826985,15.091,1997.345,2450575.4237840534,0.44843950224501616,2450574.7073495374,2450575.7070601857,197.679745,53.21080889,131043.13+531238.9,197.679745,53.210809,6759,56416,888,1.886,VI,DR12,2421,131043.14+531238.9,197.679756,53.210806999999996,0.024784227863520546,3787.842922067578,19.668730439693388,true,1.88099,131043.13+531238.9,0.0015616248035606641,0.856983241526137
224.7028181275901,52.913871651060646,0.014053002,1.76,1.9814569,0.14508143,3.66,0.0,132.2,6.53,5.05,132.2,15000+53003F,3,0.7250648,17.468882,s,1,0.91543794,15.565,1997.3416,2450574.1870156894,0.9146367456931488,2450572.7907870375,2450574.788773149,224.70261806,52.91403306,145848.62+525450.5,224.702618,52.914033,6712,56421,366,1.743,VI,DR12,2545,145848.63+525450.5,224.702627,52.91403199999999,0.019866508842893798,1901.429476637851,7.690157130505355,false,1.74371,145848.62+525450.5,7.176026967291076E-4,0.7224740772424452
188.87741042136267,52.474451430807875,0.014053002,82.14,83.915405,0.13905247,0.87,0.71,0.0,5.47,5.45,0.0,12360+52196F,1,0.37794617,17.647707,s,1,0.86163646,15.051,1997.3392,2450573.329039743,0.48195090225668485,2450572.6829166673,2450573.6907291673,188.87730194,52.47437,123530.55+522827.7,188.877302,52.47437,6674,56416,630,1.656,VI,DR12,1850,123530.55+522827.7,188.877298,52.474373,0.013913132059689907,429.26295516988876,34.20872736177876,true,1.65446,123530.55+522827.7,0.0010341813898158926,0.36911545037906596
200.2727750892069,52.064114156041015,0.014053002,6.27,6.707442,0.15286155,1.43,1.43,90.1,5.59,5.58,90.1,13210+52196F,1,0.18168642,18.746506,s,0,99.0,99.0,1997.3364,2450572.2841062644,0.8952309214318825,2450571.7254513893,2450573.7240625005,200.27273611,52.06415611,132105.45+520350.9,200.272736,52.064156,1667,53430,546,2.0817,DR7Q,DR12,3916,132105.45+520350.9,200.272739,52.064157,0.007552775864211061,463.0210262940095,24.30553466615184,true,2.07307,132105.45+520350.9,0.007552775864211061,0.1768440976433909
227.8877899790804,51.58335421583674,0.014053002,2.67,2.6920662,0.13604751,1.41,0.0,33.5,5.58,5.27,33.5,15120+51396F,2,0.05342843,17.122679,s,2,0.13329503,15.292,1997.3262,2450568.540392031,0.7105966496186226,2450566.8012152785,2450568.83275463,227.88779306,51.58333889,151133.07+513500.0,227.887793,51.583339,6720,56390,68,1.68,VI,DR12,2549,151133.07+513500.0,227.887798,51.58334,0.011749846378530614,2740.1213393103044,24.55085312287533,true,1.67707,151133.07+513500.0,0.0017605343322907045,0.051621240250335265
207.65302671383745,50.90681714835781,0.014053002,6.08,6.6014404,0.1339235,2.23,0.45,155.2,5.84,5.42,155.2,13510+51003F,1,0.07180671,18.22299,s,0,99.0,99.0,1997.2985,2450558.4502348336,12.207452887794403,2450534.8663657415,2450564.771180556,207.653,50.90680306,135036.72+505424.4,207.653,50.906803,1669,53433,592,2.0586,DR7Q,DR12,3924,135036.71+505424.4,207.652999,50.906805,0.00754939460985442,-143.40021623459106,41.72761657553451,true,2.05277,135036.71+505424.4,0.00754939460985442,0.07476801745893054
186.4910106272519,50.57821333229391,0.014053002,9.51,10.403488,0.13694647,1.77,1.52,0.2,5.68,5.61,0.2,12270+50218F,1,0.29486877,18.52535,s,0,99.0,99.0,1997.2897,2450555.24836519,11.568607054989005,2450534.8042245377,2450561.797268519,186.49096694,50.57814,122557.83+503441.3,186.490967,50.57814,971,52644,429,2.0868,DR7Q,DR12,2235,122557.83+503441.3,186.49096,50.578142,0.017547774444630775,489.6124662772898,29.21006402687982,true,2.08201,122557.83+503441.3,0.017547774444630775,0.2754842026382105
228.75156302227688,50.569047218427755,0.014053002,2.82,2.863891,0.14708073,2.07,0.0,0.1,5.78,5.12,0.1,15150+50218F,1,0.2801285,17.931358,s,0,99.0,99.0,1997.3065,2450561.371087972,0.49908876352258863,2450560.85675926,2450561.8584375004,228.75154889,50.569125,151500.37+503408.8,228.751549,50.569125,6727,56369,864,1.761,VI,DR12,2548,151500.37+503408.8,228.75156,50.569126000000004,0.02540814329360341,864.503196043475,32.723288527595,true,1.76251,151500.37+503408.8,0.0017122964591093275,0.28542022231523917
205.76355050260182,50.475599985298224,0.014053002,39.1,39.874954,0.14319901,0.85,0.66,90.0,5.47,5.44,90.0,13420+50218F,2,0.09709652,18.78464,s,0,99.0,99.0,1997.2759,2450550.1926961592,12.745970795865057,2450534.8622106486,2450560.7936342596,205.76358,50.47557806,134303.25+502832.0,205.76358,50.475578,1669,53433,178,1.9741,DR7Q,DR12,3922,134303.25+502832.0,205.763576,50.475577,0.009845998881132632,645.1000642604853,13.288914276080797,false,1.9736,134303.25+502832.0,0.009845998881132632,0.1068372405471782
200.71065851689642,50.059829295046626,0.014053002,85.66,122.22672,0.13202047,4.83,1.95,89.5,7.25,5.74,89.5,13240+50218F,1,0.77885514,18.220322,s,0,99.0,99.0,1997.302,2450559.733438918,0.5938472498000422,2450556.764930556,2450560.7790509267,200.71083111,50.05964694,132250.59+500334.7,200.710831,50.059647,1282,52759,450,1.7298,DR7Q,DR12,2851,132250.60+500334.7,200.710834,50.059645,0.009995663053261727,949.7123040250594,37.83333230393122,true,1.73064,132250.60+500334.7,0.009995663053261727,0.7740107188245322
199.77701263849067,49.531408294814,0.014053002,13.65,13.527761,0.1324367,1.0,0.0,155.6,5.49,5.26,155.6,13210+49440F,1,0.13325846,18.606504,s,0,99.0,99.0,1997.2898,2450555.273817733,0.8481972341373548,2450554.7895138892,2450556.7631250005,199.77697806,49.53138,131906.47+493152.9,199.776978,49.53138,1281,52753,630,1.915,DR7Q,DR12,2846,131906.47+493152.9,199.776983,49.531378000000004,0.013723059808903142,16.57753999500568,44.24878137519073,true,1.92205,131906.47+493152.9,0.013723059820917953,0.13581078268009705
186.80209842318934,49.1753812692325,0.014053002,9.25,9.517222,0.12990089,1.26,0.38,149.5,5.55,5.41,149.5,12270+49069F,1,0.035467707,18.243176,s,0,99.0,99.0,1997.286,2450553.8744068444,0.324641224374822,2450553.7545138896,2450554.75613426,186.80212389,49.17536889,122712.50+491031.3,186.802124,49.175369,971,52644,130,2.0237,DR7Q,DR12,2232,122712.50+491031.3,186.80212,49.175368,0.01007880472958336,508.83760978066346,27.03976531576034,true,2.02067,122712.50+491031.3,0.01007880472958336,0.07684591985731197
203.5868238556321,48.881946097205,0.014053002,34.0,34.382816,0.12921043,0.94,0.0,163.3,5.48,5.38,163.3,13360+49069F,1,0.24520318,18.26112,s,0,99.0,99.0,1997.2834,2450552.946982635,0.34654582907160764,2450552.8067592597,2450553.80681713,203.58692889,48.88193889,133420.86+485254.9,203.586929,48.881939,1283,52762,487,1.697,DR7Q,DR12,2856,133420.86+485254.9,203.586922,48.881938,0.0169583588079869,709.5904919522985,36.630869456919086,true,1.69593,133420.86+485254.9,0.016958358807986896,0.2506203868718546
214.978158711866,48.66475974197694,0.014053002,15.62,15.50821,0.14338095,0.54,0.0,161.7,5.43,5.33,161.7,14210+48304F,1,0.18473323,18.93869,s,0,99.0,99.0,1997.2802,2450551.7360510584,1.4421122489236642,2450549.8470370374,2450552.840046297,214.97818,48.66470694,141954.76+483952.9,214.97818,48.664707,1672,53460,511,1.892,DR7Q,DR12,3936,141954.76+483952.9,214.97818700000002,48.664706,0.017028586907209188,4.677574159842721,34.39276214417861,true,1.89421,141954.76+483952.9,0.017028586848078082,0.19998267202399847
187.8576085367664,47.837258418367796,0.014053002,1.29,1.2155769,0.14474931,3.38,0.0,69.1,6.37,4.31,69.1,12330+47544F,1,0.8257753,18.811064,s,0,99.0,99.0,1997.2552,2450542.676324885,1.6016222511222404,2450540.7947916673,2450545.7859837967,187.857315,47.83716611,123125.75+475013.7,187.857315,47.837166,1453,53084,498,1.7821,DR7Q,DR12,3482,123125.75+475013.7,187.85730800000002,47.837165999999996,0.01691524576279544,401.51398404812727,33.289961958862804,true,1.78306,123125.75+475013.7,0.016915245824280997,0.783472180183455
181.40435018628997,47.78477182969083,0.014053002,9.14,9.335342,0.1332256,1.26,0.0,142.7,5.55,5.37,142.7,12060+47544F,1,0.23610318,18.39489,s,0,99.0,99.0,1997.2559,2450542.883902549,1.3635849133769733,2450540.7701967596,2450543.765729167,181.40438806,47.78481694,120537.05+474705.3,181.404388,47.784817,1449,53116,462,1.9743,DR7Q,DR12,3458,120537.05+474705.3,181.404387,47.784818,0.004337174294109915,120.41213066160088,54.05943765828236,true,1.97462,120537.05+474705.3,0.004337174294109915,0.1897185546661691
176.65367676851363,47.38702942375348,0.014053002,22.87,24.05293,0.14469613,1.36,1.09,141.6,5.57,5.51,141.6,11480+47189F,2,0.10891395,18.536333,s,0,99.0,99.0,1997.2461,2450539.305531719,1.6366600570946885,2450533.7787500005,2450540.7597106486,176.65367111,47.38705806,114636.88+472313.4,176.653671,47.387058,1446,53080,346,1.8932,DR7Q,DR12,3446,114636.88+472313.4,176.653671,47.387059,0.0035999999913344186,1619.9770181981482,27.00506402043864,true,1.90617,114636.88+472313.4,0.0035999999913344186,0.10739877709802931
191.06271578592992,47.24042624340833,0.014053002,2.76,2.7270122,0.13652249,1.57,0.0,62.2,5.62,5.13,62.2,12450+47189F,1,0.4071724,18.523401,s,0,99.0,99.0,1997.241,2450537.462358759,2.214435913693084,2450533.8243634263,2450538.81238426,191.062575,47.24048694,124415.01+471425.7,191.062575,47.240487,6666,56371,355,1.75,VI,DR12,3488,124415.01+471425.7,191.062574,47.240488,0.004351290591586685,190.23817269227558,60.89473677955931,true,1.746625,124415.01+471425.7,6.920525299318154E-4,0.40967225738884433
199.31898015274965,47.11084389447485,0.014053002,5.42,5.011142,0.1363429,0.0,0.0,105.3,5.27,5.11,105.3,13180+47189F,1,0.16975573,18.86945,s,0,99.0,99.0,1997.2355,2450535.4272363856,2.319723791649558,2450533.847268519,2450538.8353009266,199.31904611,47.11083,131716.57+470638.9,199.319046,47.11083,6625,56386,596,1.815,VI,DR12,3523,131716.57+470639.0,199.319048,47.110853000000006,0.082944872589986,2386.3389464143897,18.2789616141635,true,1.81498,131716.57+470638.9,0.0015333372926572475,0.16462854466230742
216.15450853223896,47.09905157287282,0.014053002,203.15,220.3712,0.1391386,2.07,0.87,133.4,5.78,5.47,133.4,14240+47189F,1,0.1735054,19.064981,s,0,99.0,99.0,1997.2354,2450535.4180495357,2.337623786295036,2450532.89738426,2450538.8834375003,216.15451,47.09907889,142437.08+470556.6,216.15451,47.099079,1673,53462,246,1.7228,DR7Q,DR12,3938,142437.08+470556.6,216.15450499999997,47.099081,0.014211987950854994,463.4769205004339,34.19293229991875,true,1.72,142437.08+470556.6,0.014211987843333282,0.1059987047595325
184.96899859336295,46.90717106851965,0.014053002,19.0,18.888533,0.13882378,0.0,0.0,0.1,5.4,5.37,0.1,12210+46439F,2,0.1142835,18.358513,s,0,99.0,99.0,1997.2302,2450533.527036798,0.44596649065116556,2450532.8010995374,2450533.8036921304,184.96893306,46.90715,121952.54+465425.7,184.968933,46.90715,1451,53117,143,1.8496,DR7Q,DR12,3465,121952.54+465425.7,184.96893,46.907151,0.008209773507969632,364.2315923632661,37.95447969160593,true,1.84762,121952.54+465425.7,0.008209773507969632,0.17676264633971783
202.74486643664463,46.78303921054384,0.014053002,1.32,0.8265421,0.1422793,0.0,0.0,146.0,4.67,3.88,146.0,13300+46439F,3,0.42503837,18.651146,s,0,99.0,99.0,1997.2946,2450557.006059057,18.010245976480267,2450531.8625000007,2450570.750393519,202.74473,46.78296694,133058.73+464658.6,202.74473,46.782967,6748,56371,474,1.907,VI,DR12,3536,133058.73+464658.6,202.744725,46.782968,0.012840719030769773,3050.9676845109816,28.466320310191197,true,1.90426,133058.73+464658.6,0.001563038605516078,0.422896741147115
215.34619662510298,46.763405831774634,0.014053002,96.43,98.58559,0.13311335,1.13,0.18,5.4,5.52,5.4,5.4,14210+46439F,1,0.32662016,17.845606,s,1,0.25262684,15.607,1997.2286,2450532.9519434916,0.351876597495413,2450531.8980902783,2450533.8972106487,215.34613,46.763325,142123.07+464547.9,215.34613,46.763325,1287,52728,448,1.6694,DR7Q,DR12,2866,142123.06+464547.9,215.346123,46.763326,0.017633730511100818,684.3121250418543,32.958870716842625,true,1.6676,142123.06+464547.9,0.017633730511100818,0.331044156551648
181.68136899864737,45.927691205688554,0.014053002,4.87,4.2480736,0.13643481,0.0,0.0,9.0,5.23,4.86,9.0,12060+46093F,1,0.100286536,18.48905,s,1,0.37484884,15.88,1997.2175,2450528.909943244,0.80015333837024,2450525.8149884264,2450529.8089120374,181.68137806,45.92766389,120643.53+455539.5,181.681378,45.927664,6641,56383,736,1.999,VI,DR12,3170,120643.53+455539.5,181.681392,45.927663,0.03524088542327961,-136.21663871334124,16.289522271298715,false,2.0011,120643.53+455539.5,6.412028215566924E-4,0.10401205600286902
225.3570819481856,45.632449448625586,0.014053002,11.08,10.47638,0.15057844,0.0,0.0,90.0,5.26,5.25,90.0,15030+45351F,1,0.16130973,18.450317,s,0,99.0,99.0,1997.2098,2450526.0821647868,3.4410727207334832,2450516.9707638896,2450528.9402777785,225.35703611,45.63248,150125.68+453756.9,225.357036,45.63248,6737,56365,22,1.867,VI,DR12,3949,150125.68+453756.8,225.35702,45.632469,0.05648379420360037,1957.6950201647871,14.817970269513427,true,1.86668,150125.68+453756.9,0.0018238266962160806,0.13539882599024627
