 08 40 57.53,+52 02 53.0, 0.00036
 08 44 39.37,+52 21 58.9,-0.00068
 08 47 20.72,+52 50 03.4,-0.00053
 08 48 34.47,+52 14 08.3,-0.00072
 08 56 05.61,+54 51 09.5, 0.00037
 08 54 25.52,+55 46 52.1,-0.00020
 08 48 32.66,+55 50 16.6,-0.00024
 08 57 40.30,+52 32 50.0,-0.00013
 08 53 37.96,+53 53 51.9, 0.00039
 08 58 13.89,+54 46 07.8,-0.00052
 09 12 21.99,+54 41 49.5,-0.00069
 09 12 09.07,+54 55 08.5, 0.00037
 09 05 02.28,+54 59 20.5,-0.00065
 09 02 52.87,+55 04 43.8,-0.00050
 09 04 46.15,+56 08 06.0, 0.00002
 09 01 51.87,+55 32 23.2, 0.00110
 09 09 10.10,+56 30 26.6, 0.00001
 09 19 53.93,+57 16 01.9, 0.00040
 09 21 55.91,+57 14 31.6, 0.00026
 09 28 05.82,+56 43 05.4, 0.00100
 09 33 09.29,+57 31 31.4,-0.00032
 09 32 22.60,+59 00 37.6, 0.00057
 09 25 22.81,+58 10 41.3, 0.00035
 09 27 08.88,+58 23 19.4, 0.00118
 09 33 17.43,+59 20 27.4, 0.00047
 09 27 54.18,+58 28 11.6,-0.00072
 09 31 21.72,+58 28 35.7,-0.00023
 09 50 15.97,+59 00 19.7, 0.00124
 09 48 32.75,+60 12 15.1,-0.00057
 02 30 21.33,-09 37 22.5,-0.00070
 02 28 48.23,-09 12 03.8, 0.00006
 02 30 04.91,-07 17 19.9, 0.00096
 02 37 39.71,-09 18 05.3, 0.00038
 02 36 39.64,-09 10 47.4,-0.00105
 02 36 26.43,-09 24 37.2,-0.00107
 02 39 21.18,-07 25 30.3, 0.00014
 02 41 59.93,-07 33 18.9, 0.00324
 02 46 34.10,-08 25 36.1, 0.00069
 02 43 20.42,-08 02 33.6,-0.00021
 02 45 53.18,-08 00 26.3,-0.00027
 02 52 11.92,-08 02 44.4,-0.00038
 02 50 18.01,-07 04 23.8,-0.00072
 02 55 44.23,-07 26 29.8,-0.00099
 02 56 01.63,-06 59 53.6, 0.00119
 02 56 07.35,-06 40 03.6, 0.00002
 03 00 19.58,-08 46 10.1, 0.10929
 03 00 03.75,-07 16 56.1,-0.00041
 03 14 54.20,-07 51 07.0, 0.00007
 03 11 06.73,-08 02 06.1, 0.00009
 03 15 19.28,-06 53 33.4, 0.00030
 03 15 28.66,-06 14 33.5,-0.00054
 03 14 21.52,-06 38 17.0, 0.00134
 03 20 55.07,-07 49 40.6,-0.00039
 03 20 46.34,-07 42 15.5, 0.00086
 03 19 49.61,-08 15 27.5, 0.00018
 03 19 33.87,-07 32 12.4, 0.00030
 03 22 24.88,-06 56 22.2,-0.00037
 03 26 20.06,-06 42 21.8,-0.00014
 03 34 40.08,-06 53 34.5,-0.00068
 03 29 47.92,-06 48 57.9, 0.02991
 03 26 05.63,-06 49 16.4,-0.00036
 03 30 32.42,-05 51 01.4, 0.03854
 03 29 32.50,-06 23 35.5,-0.00014
 03 32 27.96,-05 54 05.0, 0.00002
 03 32 47.21,-06 15 56.2,-0.00051
 03 33 20.91,-06 12 16.8,-0.00024
 03 41 57.70,-07 32 15.9, 0.00061
 03 41 17.27,-07 31 08.6, 0.00021
 03 40 06.70,-06 49 46.8, 0.00028
 03 37 11.30,-07 13 30.5,-0.00004
 03 39 29.23,-06 11 12.0, 0.00001
 03 40 27.58,-06 12 39.4, 0.00077
 03 45 24.47,-05 57 47.6, 0.00008
 03 53 30.29,-06 22 57.8,-0.00010
 03 52 30.11,-06 40 37.1, 0.00003
 03 51 22.00,-06 43 25.3,-0.00068
 03 50 43.23,-06 25 35.5, 0.00019
 03 46 46.04,-05 03 28.7, 0.00109
 03 52 37.96,-05 11 37.4,-0.00045
 03 58 06.45,-06 08 31.2,-0.00009
 03 58 37.33,-07 02 17.6, 0.00045
 03 56 10.23,-05 57 04.0, 0.02888
 03 57 13.03,-06 38 58.9,-0.00013
 04 02 14.92,-05 08 38.1, 0.00018
 04 12 55.17,-06 12 10.3,-0.00076
 04 05 11.92,-06 37 11.7,-0.00010
 04 05 39.34,-04 31 06.8, 0.00094
 04 10 59.88,-05 17 16.5, 0.00032
 08 48 16.35,-00 21 36.1,-0.00000
 08 46 29.81,+00 44 54.5, 0.00025
 08 43 07.36,-00 12 28.5, 0.00046
 08 53 55.04,+00 04 51.8, 0.00037
 08 52 27.10,+00 38 07.3, 0.00068
 08 50 42.49,+02 06 59.1, 0.00008
 08 59 39.69,+01 01 04.3, 0.00048
 08 54 53.97,+00 34 23.9, 0.01115
 08 58 18.80,+01 51 00.7, 0.00110
 09 05 24.06,-00 38 03.4,-0.00056
 09 03 20.64,-00 16 26.5, 0.00268
 09 10 31.36,+01 01 51.9, 0.00070
 09 03 48.38,+01 31 12.7, 0.01233
 09 08 17.91,+02 13 35.6, 0.00020
 09 09 58.99,-00 33 18.9, 0.00111
 09 12 42.10,+00 40 01.0, 0.00088
 09 13 03.14,+00 43 45.4,-0.00080
 09 13 21.31,+00 35 59.2,-0.00068
 09 15 24.30,+00 20 32.6, 0.00160
 09 22 48.09,+01 04 56.4,-0.00013
 09 21 24.39,+01 38 34.6, 0.13320
 09 21 54.81,+01 38 28.6, 0.00043
 09 20 24.66,+01 19 56.3, 0.00337
 09 19 04.40,+01 02 30.4, 0.00096
 09 17 10.72,+01 15 43.3,-0.00019
 09 17 38.70,+02 15 49.1,-0.00020
 09 19 02.05,+01 53 27.8, 0.00011
 09 18 49.09,+02 15 05.3,-0.00046
 09 19 53.52,+01 59 48.3,-0.00030
 09 20 45.44,+01 54 43.1, 0.00113
 09 23 28.68,+02 26 15.7,-0.00021
 09 26 53.08,-00 08 32.5,-0.00036
 09 22 54.62,+00 02 23.0,-0.00013
 09 25 07.82,+00 19 13.9, 0.70743
 09 28 11.88,+00 05 25.8,-0.00058
 09 28 37.25,+00 36 19.5,-0.00087
 09 25 11.33,+01 36 19.1, 0.00088
 09 44 38.50,+01 54 48.9, 0.00025
 09 36 49.79,+01 20 23.3, 0.00486
 09 38 28.35,+02 47 51.2,-0.00051
 09 39 46.56,+02 12 45.9, 0.00011
 09 45 38.08,+02 30 51.9, 0.00007
 09 49 31.22,+01 40 16.3, 0.00058
 09 50 39.85,+02 10 11.3, 0.00078
 09 50 23.20,+02 46 51.8, 0.00060
 09 52 26.43,+02 24 13.4,-0.00012
 09 15 40.63,+58 13 23.3, 0.00092
 09 05 55.77,+59 07 00.1,-0.00006
 09 01 42.28,+58 39 27.3, 0.00079
 09 11 11.40,+59 08 03.9, 0.00096
 09 09 31.94,+58 47 43.0, 0.00050
 09 14 25.80,+58 25 19.0, 0.00015
 09 18 55.17,+59 21 39.5,-0.00027
 09 25 28.26,+58 42 13.6, 0.00086
 09 24 22.43,+59 43 35.9,-0.00048
 09 21 47.97,+59 38 04.8,-0.00060
 09 22 29.15,+60 22 02.0, 0.00018
 09 34 51.73,+60 50 07.2, 0.00076
 09 39 58.69,+60 37 07.8, 0.00108
 09 35 32.21,+59 54 01.7,-0.00082
 09 43 45.23,+61 48 04.7, 0.00116
 09 51 46.75,+61 42 06.8, 0.00039
 10 05 44.14,+62 10 04.1,-0.00046
 10 06 07.17,+62 53 20.2, 0.00033
 09 56 30.63,+63 54 46.2,-0.00008
 09 58 33.90,+63 36 53.7, 0.00002
 09 52 46.81,+63 25 21.3, 0.00070
 09 56 52.82,+63 26 07.4, 0.00008
 10 01 11.96,+63 32 25.2,-0.00066
 10 15 19.91,+64 03 06.5,-0.00029
 10 13 39.76,+63 05 01.4, 0.00012
 10 08 45.08,+63 06 31.2, 0.00024
 10 18 01.46,+65 29 24.2,-0.00026
 10 16 35.45,+64 37 14.0, 0.00093
 10 40 32.46,+64 33 29.6,-0.00074
 10 37 09.28,+64 39 01.7, 0.00015
 10 37 44.66,+64 49 50.2,-0.00017
 10 33 57.09,+64 47 41.8, 0.00021
 10 29 07.19,+64 43 12.3,-0.00052
 10 29 31.62,+64 07 29.5,-0.00035
 10 31 49.92,+65 45 58.8, 0.00005
 10 35 42.46,+65 42 55.2, 0.00014
 10 37 04.53,+65 43 15.1,-0.00010
 10 44 21.24,+66 02 09.8, 0.00052
 11 06 07.86,+65 20 08.9,-0.00013
 11 00 46.56,+65 14 17.5, 0.00059
 11 00 47.19,+65 56 14.6, 0.00012
 10 56 10.54,+65 39 47.5, 0.07940
 10 53 53.09,+65 47 43.8, 0.00032
 10 55 13.41,+66 02 49.8, 0.00229
 10 54 15.19,+65 37 17.7, 0.00043
 10 51 26.59,+66 00 22.2,-0.00003
 10 53 22.55,+66 47 07.4, 0.00021
 10 59 36.09,+66 46 54.1,-0.00007
 11 02 05.55,+66 59 16.1,-0.00027
 11 10 55.44,+66 27 27.2, 0.00090
 11 21 09.90,+65 40 19.7,-0.00055
