Name,RA_1,Dec_1,SDSS_NAME,RA_2,DEC_2,REDSHIFT,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLAG,MI_Z2,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL3000,LOGL1350,Separation
SDSSJ105814.69+015230.6,164.561246,1.875186,105814.69+015230.6,164.56124877929700,1.8751859664917000,1.6545000076293900,1048580,0,1,-26.449128340566300,0,0,0.0,-27.042584279081000,-1.0,45.81567055182360,46.078566827372400,0.010000838159016900
SDSSJ105704.19+030108.1,164.267469,3.018937,105704.19+030108.1,164.26747131347700,3.018937110900880,1.659999966621400,1048580,0,1,-26.854646456405500,0,0,0.0,-26.830959709497600,-1.0,46.023321301905000,46.236510114626300,0.008326534220094580
SDSSJ110116.42+022211.8,165.318455,2.369971,110116.42+022211.8,165.31845092773400,2.3699710369110100,1.722499966621400,4,0,1,-26.504659093432500,0,0,0.0,-27.065620984855600,-1.0,45.81811930885580,46.197997692631000,0.014648219263619000
SDSSJ110357.71+031808.2,165.990479,3.302302,110357.71+031808.2,165.990478515625,3.3023018836975100,1.9412000179290800,1048580,0,1,-27.521050395405700,0,0,0.0,-26.628919626267500,-1.0,46.38109753052170,46.58197983877010,0.001790495679603880
SDSSJ111824.40+021116.9,169.601673,2.188028,111824.40+021116.9,169.60166931152300,2.18802809715271,1.8941999673843400,4,0,1,-27.28447621435800,0,0,0.0,-26.69905323884890,-1.0,46.295306847811400,46.52230506981600,0.013273443166485700
SDSSJ111159.69+023719.7,167.998738,2.622141,111159.69+023719.7,167.9987335205080,2.622140884399410,1.8664000034332300,4,0,1,-28.00139456453150,0,0,0.0,-26.46812521877120,-1.0,46.47627957787430,46.83200863223020,0.01611466184744620
SDSSJ111612.43+033433.4,169.051811,3.575962,111612.43+033433.4,169.0518035888670,3.5759620666503900,1.7903000116348300,4,0,1,-27.486097378317700,0,0,0.0,-26.67887775271830,-1.0,46.27680609533410,46.43971413822530,0.026629212550059800
SDSSJ111934.89+023725.0,169.895398,2.623619,111934.89+023725.0,169.89540100097700,2.6236190795898400,1.9918999671936000,4,0,1,-27.232660444843600,0,0,0.0,-26.807868415028300,-1.0,46.20171722729800,46.440889549387700,0.010795993956301800
SDSSJ112210.11+015524.8,170.542157,1.923578,112210.11+015524.8,170.5421600341800,1.9235780239105200,1.6878999471664400,1048580,0,1,-26.70720655575610,0,0,0.0,-27.029688142957900,-1.0,45.895306897338600,46.10393556622450,0.010917230914676600
SDSSJ111749.65+023741.6,169.456916,2.628241,111749.65+023741.6,169.4569091796880,2.6282410621643100,2.0060999393463100,4,0,1,-26.740563354336500,0,0,0.0,-26.962978759338900,-1.0,46.04809911337670,46.26647043785130,0.024528318251547700
SDSSJ112025.93+031846.6,170.108043,3.312962,112025.93+031846.6,170.10804748535200,3.312962055206300,1.9362000226974500,1048580,0,1,-27.03197533996120,0,0,0.0,-26.95558387093650,-1.0,46.058322834609400,46.25466377086460,0.01612150489304560
SDSSJ112226.47+031440.2,170.610315,3.244506,112226.47+031440.2,170.61032104492200,3.2445058822631800,1.8243999481201200,1048580,0,1,-27.070165702648300,0,0,0.0,-26.870049008107700,-1.0,46.09722111613130,46.336050782913300,0.021730970756475200
SDSSJ113047.90+014905.2,172.699596,1.818115,113047.90+014905.2,172.69960021972700,1.818114995956420,1.9884999990463300,1048580,0,1,-26.645606756094000,0,0,0.0,-27.087443126208400,-1.0,45.913519190626,46.16913581375340,0.015183375086061500
SDSSJ113011.78+012743.8,172.549089,1.462183,113011.78+012743.8,172.54908752441400,1.4621829986572300,2.063699960708620,4,0,1,-27.23998367572220,0,0,0.0,-26.91910974923050,-1.0,46.0867178957062,46.38303337115160,0.005310381930054060
SDSSJ112702.43+023108.9,171.760161,2.519161,112702.43+023108.9,171.76016235351600,2.5191609859466600,1.6540000438690200,3145748,0,1,-26.69685846321040,0,1,177.47133563454900,-26.960499752639400,1620.4214014369700,45.92139711702890,46.25742293712350,0.0048682101155601500
SDSSJ113600.13+021144.3,174.000572,2.195639,113600.13+021144.3,174.0005645751950,2.19563889503479,1.7412999868392900,1048580,0,1,-26.446299767066,0,0,0.0,-27.058306751229500,-1.0,45.847235157489100,46.19071667410520,0.02671234609694370
SDSSJ113254.46+015626.6,173.226939,1.940724,113254.46+015626.6,173.22694396972700,1.9407240152359000,1.8911000490188600,4,0,1,-26.552782462248300,0,0,0.0,-27.090581232880400,-1.0,45.87109755478230,46.156607998891200,0.01788083741172180
SDSSJ113304.27+012356.8,173.267832,1.399117,113304.27+012356.8,173.26783752441400,1.3991169929504400,1.7756999731063800,1048580,0,1,-26.380651073169000,0,0,0.0,-27.10731950452210,-1.0,45.84171700190310,45.95990058077330,0.019881977519425900
SDSSJ113147.46+020758.2,172.947763,2.132857,113147.46+020758.2,172.94776916503900,2.132857084274290,1.7079999446868900,1048580,0,1,-26.366190132069900,0,0,0.0,-27.030564422132800,-1.0,45.83750949674830,46.172525009020400,0.022180839801193800
SDSSJ113626.34+023732.2,174.109783,2.625618,113626.34+023732.2,174.1097869873050,2.6256179809570300,2.031899929046630,4,0,1,-26.62744911939560,0,0,0.0,-27.092037246704800,-1.0,45.938938817526400,46.19852220040990,0.014339391444013600
SDSSJ113739.70+025348.5,174.415418,2.896816,113739.70+025348.5,174.41542053222700,2.8968160152435300,1.6719000339508100,1048580,0,1,-26.083820411353400,0,0,0.0,-27.191238802668800,-1.0,45.68782310607610,45.97824335972730,0.009104532302420560
SDSSJ113818.93+024010.6,174.578913,2.669625,113818.93+024010.6,174.57891845703100,2.6696250438690200,1.8442000150680500,1048580,0,1,-26.467131074172700,0,0,0.0,-27.14248142049920,-1.0,45.793420855772600,46.12117767711450,0.019624627065529400
SDSSJ114948.29+020505.4,177.451211,2.084837,114948.29+020505.4,177.4512176513670,2.084836959838870,2.002700090408330,4,0,1,-27.542109319185400,1,0,0.0,-26.847878627237000,-1.0,46.111740895508500,46.23416536276780,0.023929508470158100
SDSSJ114423.53+011716.5,176.098052,1.287923,114423.53+011716.5,176.09805297851600,1.287922978401180,1.7604000568389900,1048580,0,1,-27.30473356474010,0,0,0.0,-26.765592984878000,-1.0,46.117912898008100,46.472213040195900,0.003522624626783500
SDSSJ114408.55+020221.2,176.035649,2.039225,114408.55+020221.2,176.03564453125,2.0392251014709500,1.638800024986270,1048580,0,1,-26.148796385221200,0,0,0.0,-27.100596402256200,-1.0,45.76416729534200,46.001110453050500,0.016081461271255000
SDSSJ114327.30+021433.2,175.863757,2.242579,114327.30+021433.2,175.86375427246100,2.2425789833068800,1.7594000101089500,5,0,1,-26.360637697421500,0,0,0.0,-27.0879026890786,-1.0,45.86880255523660,45.96183140304000,0.009811804325374000
SDSSJ114404.23+014557.7,176.017666,1.766033,114404.23+014557.7,176.01766967773400,1.7660330533981300,1.8314000368118300,4,0,1,-26.768254590383800,0,0,0.0,-27.0252844737608,-1.0,45.954393323294300,46.09202765841980,0.013234951073190700
SDSSJ113933.75+022458.7,174.890663,2.416324,113933.75+022458.7,174.89065551757800,2.4163239002227800,1.8253999948501600,1048580,0,1,-26.786576275823900,0,0,0.0,-26.976658906886600,-1.0,45.98074788711250,46.15360032358070,0.026915165088806100
SDSSJ114943.07+030709.2,177.429474,3.119229,114943.07+030709.2,177.42947387695300,3.1192290782928500,1.9315999746322600,1048580,0,1,-26.738715109889200,0,0,0.0,-27.032919469967300,-1.0,45.96442737961480,46.216636814058300,5.24482761781212E-04
SDSSJ115455.09+014200.2,178.729556,1.700083,115455.09+014200.2,178.72955322265600,1.7000830173492400,1.7965999841690100,20,0,1,-27.592893892910200,0,1,29.74957493757010,-26.53897511667920,102.90959797145500,46.37946414210260,46.688298427600900,0.00999423153620036
SDSSJ114900.34+015117.0,177.251436,1.854742,114900.34+015117.0,177.25143432617200,1.8547420501709000,2.0618999004364000,4,0,1,-28.378114560863600,0,0,0.0,-26.43009648333860,-1.0,46.6095849388289,46.76736560995290,0.006025332046527040
SDSSJ114936.35+020249.2,177.401488,2.047001,114936.35+020249.2,177.4014892578130,2.0470008850097700,1.7340999841690100,4,0,1,-27.307929364674900,0,0,0.0,-26.747570919817600,-1.0,46.18355294145700,46.36111284255080,0.004544130508912180
SDSSJ115421.69+025414.0,178.590413,2.903907,115421.69+025414.0,178.5904083251950,2.903907060623170,1.6708999872207600,1048580,0,1,-26.480271207742900,0,0,0.0,-26.998010739188100,-1.0,45.88498448872200,46.20485364872690,0.016809103322733200
SDSSJ115413.93+024553.0,178.558045,2.76473,115413.93+024553.0,178.55804443359400,2.7647299766540500,1.662500023841860,1048580,0,1,-27.02481011494700,0,0,0.0,-26.77372590275280,-1.0,46.10152447611300,46.2379950201912,0.002038422359352660
SDSSJ120030.34+012918.3,180.126453,1.488432,120030.34+012918.3,180.12644958496100,1.4884320497512800,2.0427000522613500,1048580,0,1,-27.416031848825500,0,0,0.0,-26.879510181393100,-1.0,46.14938427721300,46.38453935350510,0.012291297460383900
SDSSJ115919.48+032127.8,179.831206,3.357746,115919.48+032127.8,179.83120727539100,3.357745885849000,1.7130000591278100,1048580,0,1,-26.73906229908320,0,0,0.0,-27.00702187507260,-1.0,45.89496640785210,46.14055089809680,0.004601909096100360
SDSSJ115651.97+031534.3,179.216578,3.259532,115651.97+031534.3,179.21658325195300,3.2595319747924800,1.6821000576019300,4,0,1,-27.087568317348900,0,0,0.0,-26.859730874587200,-1.0,46.107160213302500,45.909873635718400,0.01887666207328170
