col1,Name,RA_1_1,Dec_1_1,SDSS_NAME,RA_2,DEC_2,REDSHIFT,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLAG,MI_Z2,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL3000,LOGL1350,Separation_1,RA_1_2,Dec_1_2,r_z,Speak,e_Speak,Sint,e_Sint,Separation_1a,RA,DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,P_sidelobe,Separation
1658,SDSSJ083350.61+383922.8,128.460903,38.656356,083350.61+383922.8,128.460906982422,38.6563568115234,2.01430010795593,3145739.0,1.0,1,-27.8737607210674,0.0,1.0,4.12355067291513,-26.5816703103712,15.7377139111402,46.4750360916309,46.6134196927275,0.0115705374826344,,,,,,,,,128.46098569646043,38.656353292511284,7.87448106707,0.23134126365,7.436097238669999,0.1280962155,-1.0,0.23268575591925325
4846,SDSSJ091541.46+650946.1,138.922764,65.162815,091541.46+650946.1,138.922760009766,65.1628112792969,1.74839997291565,1048578.0,1.0,1,-26.9825190085115,0.0,-1.0,0.0,-26.9282456375225,-1.0,46.00818012092049,46.2100797347251,0.0146908311647225,,,,,,,,,138.92256569151868,65.16279153146134,8.03992745257,0.2148561464,7.33662611355,0.11433431535999998,0.0,0.3115464371316588
7891,SDSSJ032158.91-010037.6,50.495476,-1.010472,032158.91-010037.6,50.495475769043,-1.01047205924988,1.76110005378723,1048580.0,0.0,1,-26.3455925883339,0.0,-1.0,0.0,-27.313671024752,-1.0,45.6821397226223,45.5070382957546,8.58244135250263E-4,,,,,,,,,50.49545143417871,-1.01043058356755,5.46013979848,0.3544558546,4.70439724589,0.18440286475,-1.0,0.17334711307246822
3331,SDSSJ155855.18+332318.6,239.72993,33.388515,155855.18+332318.6,239.729934692383,33.3885154724121,1.65409994125366,7691.0,1.0,1,-28.3953387643772,0.0,1.0,129.290852231181,-26.3199367616903,270.087546581107,46.6379517345937,46.3272966460303,0.0142067578508984,,,,,,,,,239.72998843474858,33.38848043156087,102.91974562601999,0.2419830976000001,99.55121519608,0.13274706430000002,-1.0,0.21526368035261817
2083,SDSSJ091206.96+391146.4,138.02902,39.196231,091206.96+391146.4,138.029022216797,39.196231842041,1.74039995670319,3145739.0,1.0,1,-27.6132538235358,0.0,1.0,16.1413173698557,-26.5766440138984,60.8951901003005,46.3552844253547,46.4379360270239,0.006887686550642,,,,,,,,,138.02913314623237,39.19622163835865,16.367788808879993,0.2381434072,15.341709847030005,0.12956187684999998,-1.0,0.3174662817529593
3612,SDSSJ160354.14+300208.6,240.975625,30.035741,160354.14+300208.6,240.975631713867,30.0357418060303,2.03180003166199,10.0,1.0,1,-28.0275746241238,1.0,1.0,51.663923831515,-26.5555489660251,185.667698242513,46.477345189496,46.6563639190382,0.021124465617777,,,,,,,,,240.9755542232949,30.03578881504511,36.92996342008999,0.21726929202,35.677234229300005,0.12075797923999998,-1.0,0.2797961148517281
6150,SDSSJ093042.95+212918.4,142.67899,21.488453,093042.95+212918.4,142.678985595703,21.488452911377,1.9889999628067,3145739.0,1.0,1,-27.5250005971561,0.0,1.0,22.5346420350898,-26.7979559408264,141.516345369054,46.2777946185852,46.2294295759108,0.0147568267952119,,,,,,,,,142.67888338431086,21.488490811246578,36.93661105441001,0.28334100520999994,33.93101908514,0.15360692426,-1.0,0.3821992431772428
4438,SDSSJ075020.43+481453.5,117.585141,48.248203,075020.43+481453.5,117.585144042969,48.2482032775879,1.9563000202179,1.37371146E8,1.0,1,-27.6350263370444,0.0,2.0,660.01130405816,-26.7045745629963,3342.91964016868,46.2973133391682,46.432514573364,0.0073629122349501,,,,,,,,,117.58521870487715,48.24827999942908,838.0952550622403,2.67651876222,734.9093950917903,0.4259502166,-1.0,0.3339736309712716
8531,SDSSJ161326.22+064958.6,243.359284,6.832959,161326.22+064958.6,243.359283447266,6.83295917510986,1.94099998474121,11.0,1.0,1,-27.8970118908738,0.0,1.0,9.82711488174114,-26.7604052459824,56.6019351052712,46.2304615350884,46.2097953758825,0.0020738441434972,,,,,,,,,243.35927141550775,6.8330288678640905,3.6962224812,0.35415133403000004,2.9987606556700004,0.17727128712999998,-1.0,0.255514957964915
7372,SDSSJ145906.21+164045.7,224.775889,16.679383,145906.21+164045.7,224.775894165039,16.6793823242188,2.03220009803772,10.0,1.0,1,-28.0079348961692,0.0,1.0,65.4195059425441,-26.6749027440061,309.463906803547,46.3756123248482,46.4667865953818,0.0179771819166542,,,,,,,,,224.77585714080703,16.67936461910053,73.97000020185,0.32781424354,71.17325510738998,0.183527594,-1.0,0.12825559150093221
8042,SDSSJ131040.74+020126.9,197.669753,2.024157,131040.74+020126.9,197.66975402832,2.02415704727173,1.82739996910095,3145749.0,0.0,1,-26.845938956149,0.0,2.0,115.415947799206,-27.0583206125121,1320.0380043474,45.8610973796415,46.1511317449948,0.0037035551449921,,,,,,,,,197.6697959798053,2.0242220183964,65.85927147350999,0.33188321586999997,64.84748710634999,0.1633905631,-1.0,0.2805310454107458
3636,SDSSJ081054.89+233625.7,122.728739,23.607141,081054.89+233625.7,122.728736877441,23.607141494751,1.66100001335144,3145738.0,1.0,1,-26.1431683943401,0.0,2.0,7.25704509090228,-27.1586969865953,104.581967543093,45.7237580136353,46.0872097802125,0.0072247274263618,,,,,,,,,122.728748530428,23.60715567002615,1.1806607154000002,0.20722376638,1.32862381323,0.12358851138,-1.0,0.061461224701805144
2549,SDSSJ151133.07+513500.0,227.887798,51.58334,151133.07+513500.0,227.887802124023,51.5833396911621,1.66540002822876,11.0,1.0,1,-28.1448156568544,0.0,1.0,2.40728537168439,-26.3829704968255,5.81430853248476,46.5067956515364,46.6766796734408,0.0092919995232145,227.887798,51.58334,VI,8.7,0.1,8.9,0.1,0.0,227.8880087704451,51.58341828066853,1.1291325925999998,0.24971331845000005,0.9092672033499999,0.11822381684,-1.0,0.5492843913630505
