,col1,Name,RA_1_1,Dec_1_1,SDSS_NAME,RA_2,DEC_2,REDSHIFT,TARGET_FLAG_TARGET,UNIFORM_TARGET,COL_FLAG,MI_Z2,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL3000,LOGL1350,Separation_1,RA_1_2,Dec_1_2,r_z,Speak,e_Speak,Sint,e_Sint,Separation_1a,RA,DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,P_sidelobe,Separation
7948,8361,SDSSJ135736.54+524959.2,209.402277,52.833117,135736.54+524959.2,209.402282714844,52.8331184387207,1.65339994430542,1048578.0,1.0,1,-26.33436965812,0.0,0.0,0.0,-27.0523388581884,-1.0,45.8321791917775,46.0912930178433,0.0134651898395261,,,,,,,,,,,,,,,,
7967,8384,SDSSJ104251.77+514902.0,160.715716,51.817229,104251.77+514902.0,160.715713500977,51.8172302246094,1.7117999792099,3.0,1.0,1,-26.8761292454497,0.0,0.0,0.0,-26.8712171146348,-1.0,46.0413559894852,46.1371362659358,0.0070968015519776,,,,,,,,,,,,,,,,
8196,2836,SDSSJ123612.46+485442.8,189.051924,48.911902,123612.46+485442.8,189.05192565918,48.9119033813477,1.71879994869232,3.0,1.0,1,-26.9317487980772,0.0,0.0,0.0,-26.9705802406569,-1.0,45.9811822792038,45.9912841659586,0.0063355798778314,189.051924,48.911902,DR7Q,,,,,0.0,,,,,,,,
8206,2848,SDSSJ132442.70+483400.5,201.177932,48.566816,132442.70+483400.5,201.177932739258,48.5668144226074,1.66840004920959,1048578.0,1.0,1,-26.3041121660041,0.0,0.0,0.0,-27.0501023071774,-1.0,45.8302252080046,46.0625860131872,0.0059454357379901,201.177932,48.566816,DR7Q,,,,,0.0,,,,,,,,
8207,2845,SDSSJ131624.27+494522.9,199.101148,49.756367,131624.27+494522.9,199.101150512695,49.7563667297363,1.66709995269775,1048578.0,1.0,1,-26.9473179091584,0.0,0.0,0.0,-26.8065319329672,-1.0,46.0696936804294,46.3707489780229,0.0059243181941609,199.101148,49.756367,DR7Q,0.4,0.1,0.4,0.1,0.0,,,,,,,,
8209,2850,SDSSJ131922.17+490723.2,199.842388,49.123138,131922.17+490723.2,199.842391967773,49.1231384277344,1.68529999256134,3.0,1.0,1,-27.6153188958081,0.0,0.0,0.0,-26.6216233570595,-1.0,46.3211547595088,46.2429007339585,0.0094739234537518,199.842388,49.123138,DR7Q,0.4,0.1,0.5,0.1,0.0,,,,,,,,
8213,2844,SDSSJ131028.13+482204.9,197.617234,48.368032,131028.13+482204.9,197.617233276367,48.3680305480957,1.73529994487762,1048578.0,1.0,1,-27.4934490128363,1.0,0.0,0.0,-26.6755372499046,-1.0,46.2999208248547,45.9057486286337,0.0055059262491883,197.617234,48.368032,VI,1.7,0.1,1.9,0.1,0.0,,,,,,,,
8221,2854,SDSSJ133406.53+494235.7,203.52722,49.709936,133406.53+494235.7,203.527221679688,49.7099342346191,1.71309995651245,2.0,1.0,1,-27.2782936079684,0.0,0.0,0.0,-26.7100391322977,-1.0,46.2099316359569,46.3745412508111,0.0074619603942898,203.52722,49.709936,DR7Q,0.6,0.1,0.6,0.1,0.0,,,,,,,,
8236,2210,SDSSJ110643.99+494152.0,166.683321,49.697778,110643.99+494152.0,166.683319091797,49.6977767944336,1.66970002651215,2.0,1.0,1,-27.4334200035077,0.0,0.0,0.0,-26.7252451603441,-1.0,46.228601923449,45.9331124114541,0.0062112206183663,166.683321,49.697778,VI,,,,,0.0,,,,,,,,
8242,2215,SDSSJ112934.85+481147.3,172.395245,48.196486,112934.85+481147.3,172.395248413086,48.1964874267578,1.68099999427795,1048579.0,1.0,1,-26.5477044978402,0.0,0.0,0.0,-27.0109496389467,-1.0,45.8702067927178,46.1375702203598,0.0096676363468146,172.395245,48.196486,DR7Q,,,,,0.0,,,,,,,,
8247,2223,SDSSJ114305.93+493542.7,175.774725,49.595208,114305.93+493542.7,175.774719238281,49.5952072143555,1.69519996643066,3.0,1.0,1,-26.685157489663,0.0,0.0,0.0,-26.9168911709495,-1.0,45.9966804909201,46.3097728993727,0.0137390167770086,175.774725,49.595208,DR7Q,,,,,0.0,,,,,,,,
8249,2220,SDSSJ113653.01+482812.8,174.220914,48.470234,113653.01+482812.8,174.220916748047,48.4702339172363,1.65489995479584,3.0,1.0,1,-26.4289357328793,0.0,0.0,0.0,-27.0296798760829,-1.0,45.8906245597623,45.8204615002399,0.0065658915476332,174.220914,48.470234,DR7Q,1.1,0.1,1.5,0.1,0.0,,,,,,,,
8252,2228,SDSSJ120554.84+494236.3,181.478533,49.710092,120554.84+494236.3,181.478530883789,49.710090637207,1.66600000858307,1048578.0,1.0,1,-26.4024599147859,0.0,0.0,0.0,-27.0439752141861,-1.0,45.8385926735733,46.1023633479493,0.0069526482364845,181.478533,49.710092,DR7Q,,,,,0.0,,,,,,,,
8253,2229,SDSSJ120034.49+510730.8,180.143728,51.125234,120034.49+510730.8,180.14372253418,51.1252326965332,1.68970000743866,1048579.0,1.0,1,-27.5232230372932,0.0,0.0,0.0,-26.6060018551941,-1.0,46.2764816405066,46.5051368274108,0.0132111065662988,180.143728,51.125234,AUTO,,,,,0.0,,,,,,,,
8260,2226,SDSSJ115729.71+495940.3,179.373821,49.994545,115729.71+495940.3,179.373825073242,49.9945449829102,1.70039999485016,2.0,1.0,1,-27.9242868684005,0.0,0.0,0.0,-26.5192870028831,-1.0,46.4130075764638,46.4746004915143,0.0094268967826282,179.373821,49.994545,VI,1.1,0.1,1.1,0.1,0.0,,,,,,,,
8263,2230,SDSSJ121420.28+484743.5,183.584513,48.795432,121420.28+484743.5,183.584518432617,48.7954330444336,1.7311999797821,3.0,1.0,1,-27.3196734235125,0.0,0.0,0.0,-26.7485572579175,-1.0,46.1649305068544,46.3662943663699,0.0134208923549566,183.584513,48.795432,DR7Q,1.3,0.1,1.4,0.1,0.0,,,,,,,,
8312,1939,SDSSJ095414.76+513304.4,148.56153,51.551232,095414.76+513304.4,148.5615234375,51.551231384277294,1.7014000415802,3145739.0,1.0,1,-26.9045882467736,0.0,1.0,11.9887228697979,-26.9505946622271,106.996010188581,46.0074365363741,45.938544052555,0.0148566584142186,,,,,,,,,148.5615794215795,51.55122037849274,6.81280499392,0.2219958631900001,6.4456498605,0.12050385953,-1.0,0.1182783666584953
